match_name,team,batting_pos,player_name,dismissal,runs,balls,fours,sixes,strike_rate,player_name_clean,team_clean,player_id
NAMIBIA vs SCOTLAND,Namibia,3,Jan Frylinck,b Bradley Currie,12,14,2,0,85.71,jan frylinck,NAM,P248
NAMIBIA vs SCOTLAND,Namibia,4,Gerhard Erasmus (c),st Matthew Cross b Michael Leask,52,31,5,2,167.74,gerhard erasmus,NAM,P246
NAMIBIA vs SCOTLAND,Namibia,5,Malan Kruger,c Michael Jones b Chris Greaves,2,8,0,0,25,malan kruger,NAM,P245
NAMIBIA vs SCOTLAND,Namibia,6,Zane Green,c Michael Jones b Wheal,28,27,1,1,103.7,zane green,NAM,P252
NAMIBIA vs SCOTLAND,Namibia,7,Wiese,c Mark Watt b Wheal,14,13,0,1,107.69,david wiese,NAM,P249
NAMIBIA vs SCOTLAND,Namibia,8,Trumpelmann,c Wheal b Bradley Currie,1,2,0,0,50,ruben trumpelmann,NAM,P254
NAMIBIA vs SCOTLAND,Namibia,9,Smit,run out (Michael Jones/Wheal),11,8,0,1,137.5,jj smit,NAM,P251
NAMIBIA vs SCOTLAND,Namibia,10,Bernard Scholtz,not out,6,4,0,0,150,bernard scholtz,NAM,P258
NAMIBIA vs SCOTLAND,Namibia,11,Tangeni Lungameni,not out,0,0,0,0,0,tangeni lungameni,NAM,P257
NAMIBIA vs SCOTLAND,Scotland,1,George Munsey,c Wiese b Tangeni Lungameni,7,15,0,0,46.67,george munsey,SCO,P92
NAMIBIA vs SCOTLAND,Scotland,2,Michael Jones,c Zane Green b Gerhard Erasmus,26,20,3,1,130,michael jones,SCO,P91
NAMIBIA vs SCOTLAND,Scotland,3,Brandon McMullen,st Zane Green b Gerhard Erasmus,19,17,2,0,111.76,brandon mcmullen,SCO,P96
NAMIBIA vs SCOTLAND,Scotland,4,Richie Berrington (c),not out,47,35,2,2,134.29,richie berrington,SCO,P94
NAMIBIA vs SCOTLAND,Scotland,5,Matthew Cross,lbw b Bernard Scholtz,3,5,0,0,60,matthew cross,SCO,P98
NAMIBIA vs SCOTLAND,Scotland,6,Michael Leask,c Wiese b Trumpelmann,35,17,0,4,205.88,michael leask,SCO,P95
NAMIBIA vs SCOTLAND,Scotland,7,Chris Greaves,not out,4,3,0,0,133.33,chris greaves,SCO,P100
CANADA vs IRELAND,Canada,1,Aaron Johnson,c Curtis Campher b Craig Young,14,13,3,0,107.69,aaron johnson,CAN,P46
CANADA vs IRELAND,Canada,2,Navneet Dhaliwal,c Dockrell b Mark Adair,6,10,1,0,60,navneet dhaliwal,CAN,P51
CANADA vs IRELAND,Canada,3,Pargat Singh,c Joshua Little b Craig Young,18,14,2,0,128.57,pargat singh,CAN,P49
CANADA vs IRELAND,Canada,4,Dilpreet Bajwa,c and b Delany,7,9,1,0,77.78,dilpreet bajwa,CAN,P53
CANADA vs IRELAND,Canada,5,Nicholas Kirton,c Balbirnie b Barry McCarthy,49,35,3,2,140,nicholas kirton,CAN,P48
CANADA vs IRELAND,Canada,6,Shreyas Movva,run out (Barry McCarthy/Lorcan Tucker),37,36,3,0,102.78,shreyas movva,CAN,P55
CANADA vs IRELAND,Canada,7,Dillon Heyliger,c Joshua Little b Barry McCarthy,0,2,0,0,0,dilon heyliger,CAN,P56
CANADA vs IRELAND,Canada,8,Saad Bin Zafar (c),not out,1,1,0,0,100,saad bin zafar,CAN,P54
CANADA vs IRELAND,Ireland,1,Andrew Balbirnie,c and b Junaid Siddiqui,17,19,1,0,89.47,andrew balbirnie,IRE,P17
CANADA vs IRELAND,Ireland,2,Paul Stirling (c),c Shreyas Movva b J Gordon,9,17,1,0,52.94,paul stirling,IRE,P19
CANADA vs IRELAND,Ireland,3,Lorcan Tucker,run out (Nicholas Kirton/Saad Bin Zafar),10,15,0,0,66.67,lorcan tucker,IRE,P24
CANADA vs IRELAND,Ireland,4,Harry Tector,b Saad Bin Zafar,7,5,0,0,140,harry tector,IRE,P18
CANADA vs IRELAND,Ireland,5,Curtis Campher,c Aaron Johnson b Dillon Heyliger,4,7,0,0,57.14,curtis campher,IRE,P21
CANADA vs IRELAND,Ireland,6,George Dockrell,not out,30,23,2,1,130.43,george dockrell,IRE,P22
CANADA vs IRELAND,Ireland,7,Gareth Delany,c Shreyas Movva b Dillon Heyliger,3,7,0,0,42.86,gareth delany,IRE,P20
CANADA vs IRELAND,Ireland,8,Mark Adair,c and b J Gordon,34,24,3,1,141.67,mark adair,IRE,P25
CANADA vs IRELAND,Ireland,9,Barry McCarthy,not out,2,3,0,0,66.67,barry mccarthy,IRE,P28
AFGHANISTAN vs NEW ZEALAND,Afghanistan,1,Gurbaz,b Boult,80,56,5,5,142.86,rahmanullah gurbaz,AFG,P175
AFGHANISTAN vs NEW ZEALAND,Afghanistan,2,Ibrahim Zadran,b Matt Henry,44,41,3,2,107.32,ibrahim zadran,AFG,P166
AFGHANISTAN vs NEW ZEALAND,Afghanistan,3,Azmatullah,c Lockie Ferguson b Matt Henry,22,13,1,2,169.23,azmatullah omarzai,AFG,P170
AFGHANISTAN vs NEW ZEALAND,Afghanistan,4,Nabi,c Williamson b Lockie Ferguson,0,1,0,0,0,mohammad nabi,AFG,P171
AFGHANISTAN vs NEW ZEALAND,Afghanistan,5,Rashid Khan (c),run out (Conway/Boult),6,5,1,0,120,rashid khan,AFG,P172
AFGHANISTAN vs NEW ZEALAND,Afghanistan,6,Karim Janat,not out,1,1,0,0,100,karim janat,AFG,P173
AFGHANISTAN vs NEW ZEALAND,Afghanistan,7,Gulbadin,c Glenn Phillips b Boult,0,2,0,0,0,gulbadin naib,AFG,P169
AFGHANISTAN vs NEW ZEALAND,Afghanistan,8,Najibullah,not out,1,1,0,0,100,najibullah zadran,AFG,P167
AFGHANISTAN vs NEW ZEALAND,New Zealand,1,Finn Allen,b Fazalhaq Farooqi,0,1,0,0,0,finn allen,NZ,P152
AFGHANISTAN vs NEW ZEALAND,New Zealand,2,Devon Conway,c Ibrahim Zadran b Fazalhaq Farooqi,8,10,1,0,80,devon conway,NZ,P160
AFGHANISTAN vs NEW ZEALAND,New Zealand,3,Kane Williamson (c),c Gulbadin b Rashid Khan,9,13,1,0,69.23,kane williamson,NZ,P151
AFGHANISTAN vs NEW ZEALAND,New Zealand,4,Daryl Mitchell,c Gurbaz b Fazalhaq Farooqi,5,5,1,0,100,daryl mitchell,NZ,P156
AFGHANISTAN vs NEW ZEALAND,New Zealand,5,Glenn Phillips,c Rashid Khan b Nabi,18,18,2,0,100,glenn phillips,NZ,P154
AFGHANISTAN vs NEW ZEALAND,New Zealand,6,Mark Chapman,b Rashid Khan,4,7,0,0,57.14,mark chapman,NZ,P153
AFGHANISTAN vs NEW ZEALAND,New Zealand,7,Michael Bracewell,lbw b Rashid Khan,0,1,0,0,0,michael bracewell,NZ,P155
AFGHANISTAN vs NEW ZEALAND,New Zealand,8,Mitchell Santner,b Nabi,4,8,0,0,50,mitchell santner,NZ,P159
AFGHANISTAN vs NEW ZEALAND,New Zealand,9,Matt Henry,c Karim Janat b Fazalhaq Farooqi,12,17,0,1,70.59,matt henry,NZ,P163
AFGHANISTAN vs NEW ZEALAND,New Zealand,10,Lockie Ferguson,c and b Rashid Khan,2,5,0,0,40,lockie ferguson,NZ,P162
AFGHANISTAN vs NEW ZEALAND,New Zealand,11,Trent Boult,not out,3,7,0,0,42.86,trent boult,NZ,P161
SRI LANKA vs BANGLADESH,Sri Lanka,1,Pathum Nissanka,c Shanto b Mustafizur,47,28,7,1,167.86,pathum nissanka,SL,P136
SRI LANKA vs BANGLADESH,Sri Lanka,2,Kusal Mendis,b Taskin Ahmed,10,8,2,0,125,kusal mendis,SL,P144
SRI LANKA vs BANGLADESH,Sri Lanka,3,Kamindu Mendis,c Tanzim Hasan Sakib b Mustafizur,4,5,1,0,80,kamindu mendis,SL,P140
SRI LANKA vs BANGLADESH,Sri Lanka,4,Dhananjaya de Silva,st Litton Das b Rishad Hossain,21,26,1,0,80.77,dhananjaya de silva,SL,P138
SRI LANKA vs BANGLADESH,Sri Lanka,5,Asalanka,c Shakib b Rishad Hossain,19,21,1,1,90.48,charith asalanka,SL,P137
SRI LANKA vs BANGLADESH,Sri Lanka,6,W Hasaranga (c),c Soumya Sarkar b Rishad Hossain,0,1,0,0,0,wanindu hasaranga,SL,P142
SRI LANKA vs BANGLADESH,Sri Lanka,7,Mathews,c Mustafizur b Tanzim Hasan Sakib,16,19,1,0,84.21,angelo mathews,SL,P139
SRI LANKA vs BANGLADESH,Sri Lanka,8,Shanaka,c Litton Das b Taskin Ahmed,3,7,0,0,42.86,dasun shanaka,SL,P141
SRI LANKA vs BANGLADESH,Sri Lanka,9,M Theekshana,c Tanzim Hasan Sakib b Mustafizur,0,3,0,0,0,maheesh theekshana,SL,P149
SRI LANKA vs BANGLADESH,Sri Lanka,10,Matheesha Pathirana,not out,0,1,0,0,0,matheesha pathirana,SL,P148
SRI LANKA vs BANGLADESH,Sri Lanka,11,N Thushara,not out,0,1,0,0,0,nuwan thushara,SL,P150
SRI LANKA vs BANGLADESH,Bangladesh,1,Tanzid Hasan,b N Thushara,3,6,0,0,50,tanzid hasan tamim,BAN,P277
SRI LANKA vs BANGLADESH,Bangladesh,2,Soumya Sarkar,c W Hasaranga b Dhananjaya de Silva,0,2,0,0,0,soumya sarkar,BAN,P276
SRI LANKA vs BANGLADESH,Bangladesh,3,Litton Das,lbw b W Hasaranga,36,38,2,1,94.74,litton das,BAN,P282
SRI LANKA vs BANGLADESH,Bangladesh,4,Najmul Hossain Shanto (c),c Asalanka b N Thushara,7,13,0,0,53.85,najmul hossain shanto,BAN,P275
SRI LANKA vs BANGLADESH,Bangladesh,5,Towhid Hridoy,lbw b W Hasaranga,40,20,1,4,200,towhid hridoy,BAN,P278
SRI LANKA vs BANGLADESH,Bangladesh,6,Shakib Al Hasan,c M Theekshana b Matheesha Pathirana,8,14,0,0,57.14,shakib al hasan,BAN,P279
SRI LANKA vs BANGLADESH,Bangladesh,7,Mahmudullah,not out,16,13,0,1,123.08,mahmudullah,BAN,P280
SRI LANKA vs BANGLADESH,Bangladesh,8,Rishad Hossain,b N Thushara,1,3,0,0,33.33,rishad hossain,BAN,P286
SRI LANKA vs BANGLADESH,Bangladesh,9,Taskin Ahmed,lbw b N Thushara,0,1,0,0,0,taskin ahmed,BAN,P284
SRI LANKA vs BANGLADESH,Bangladesh,10,Tanzim Hasan Sakib,not out,1,4,0,0,25,tanzim hasan sakib,BAN,P289
NETHERLANDS vs SOUTH AFRICA,Netherlands,1,Michael Levitt,c de Kock b Marco Jansen,0,3,0,0,0,michael levitt,NED,P264
NETHERLANDS vs SOUTH AFRICA,Netherlands,2,Max ODowd,c Marco Jansen b Ottneil Baartman,2,6,0,0,33.33,max odowd,NED,P260
NETHERLANDS vs SOUTH AFRICA,Netherlands,3,Vikramjit Singh,b Marco Jansen,12,17,1,0,70.59,vikramjit singh,NED,P262
NETHERLANDS vs SOUTH AFRICA,Netherlands,4,Sybrand Engelbrecht,c Marco Jansen b Ottneil Baartman,40,45,2,1,88.89,sybrand engelbrecht,NED,P263
NETHERLANDS vs SOUTH AFRICA,Netherlands,5,Bas de Leede,c David Miller b Nortje,6,16,0,0,37.5,bas de leede,NED,P265
NETHERLANDS vs SOUTH AFRICA,Netherlands,6,Edwards (c & wk),run out (Markram),10,9,0,1,111.11,scott edwards,NED,P268
NETHERLANDS vs SOUTH AFRICA,Netherlands,7,Teja Nidamanuru,c Klaasen b Nortje,0,1,0,0,0,teja nidamanuru,NED,P261
NETHERLANDS vs SOUTH AFRICA,Netherlands,8,van Beek,c Nortje b Ottneil Baartman,23,22,3,0,104.55,logan van beek,NED,P270
NETHERLANDS vs SOUTH AFRICA,Netherlands,9,Tim Pringle,c Markram b Ottneil Baartman,0,2,0,0,0,tim pringle,NED,P266
NETHERLANDS vs SOUTH AFRICA,Netherlands,10,van Meekeren,not out,1,1,0,0,100,paul van meekeren,NED,P272
NETHERLANDS vs SOUTH AFRICA,South Africa,1,Reeza Hendricks,b van Beek,3,10,0,0,30,reeza hendricks,RSA,P122
NETHERLANDS vs SOUTH AFRICA,South Africa,2,Quinton de Kock,run out (van Meekeren/Max ODowd),0,0,0,0,0,quinton de kock,RSA,P125
NETHERLANDS vs SOUTH AFRICA,South Africa,3,Aiden Markram (c),c Edwards b Kingma,0,3,0,0,0,aiden markram,RSA,P121
NETHERLANDS vs SOUTH AFRICA,South Africa,4,Tristan Stubbs,c van Beek b Bas de Leede,33,37,1,1,89.19,tristan stubbs,RSA,P128
NETHERLANDS vs SOUTH AFRICA,South Africa,5,Heinrich Klaasen,c Tim Pringle b Kingma,4,7,0,0,57.14,heinrich klaasen,RSA,P126
NETHERLANDS vs SOUTH AFRICA,South Africa,6,David Miller,not out,59,51,3,4,115.69,david miller,RSA,P123
NETHERLANDS vs SOUTH AFRICA,South Africa,7,Marco Jansen,b van Beek,3,5,0,0,60,marco jansen,RSA,P124
NETHERLANDS vs SOUTH AFRICA,South Africa,8,Keshav Maharaj,not out,0,1,0,0,0,keshav maharaj,RSA,P132
AUSTRALIA vs ENGLAND,Australia,1,Head,b Jofra Archer,34,18,2,3,188.89,travis head,AUS,P77
AUSTRALIA vs ENGLAND,Australia,2,Warner,b Moeen,39,16,2,4,243.75,david warner,AUS,P78
AUSTRALIA vs ENGLAND,Australia,3,Mitchell Marsh (c),st Jos Buttler b Livingstone,35,25,2,2,140,mitchell marsh,AUS,P79
AUSTRALIA vs ENGLAND,Australia,4,Maxwell,c Salt b Adil Rashid,28,25,3,1,112,glenn maxwell,AUS,P81
AUSTRALIA vs ENGLAND,Australia,5,Stoinis,c Harry Brook b Chris Jordan,30,17,2,2,176.47,marcus stoinis,AUS,P82
AUSTRALIA vs ENGLAND,Australia,6,Tim David,c Livingstone b Chris Jordan,11,8,0,1,137.5,tim david,AUS,P76
AUSTRALIA vs ENGLAND,Australia,7,Wade,not out,17,10,3,0,170,matthew wade,AUS,P85
AUSTRALIA vs ENGLAND,Australia,8,Cummins,run out (Jos Buttler/Chris Jordan),0,1,0,0,0,pat cummins,AUS,P86
AUSTRALIA vs ENGLAND,Australia,9,Mitchell Starc,not out,0,0,0,0,0,mitchell starc,AUS,P89
AUSTRALIA vs ENGLAND,England,1,Philip Salt,b Zampa,37,23,4,2,160.87,philip salt,ENG,P39
AUSTRALIA vs ENGLAND,England,2,Jos Buttler (c & wk),c Cummins b Zampa,42,28,5,2,150,jos buttler,ENG,P37
AUSTRALIA vs ENGLAND,England,3,Will Jacks,c Mitchell Starc b Stoinis,10,10,1,0,100,will jacks,ENG,P34
AUSTRALIA vs ENGLAND,England,4,Jonny Bairstow,c Maxwell b Hazlewood,7,13,0,0,53.85,jonny bairstow,ENG,P38
AUSTRALIA vs ENGLAND,England,5,Moeen Ali,c Warner b Cummins,25,15,0,3,166.67,moeen ali,ENG,P33
AUSTRALIA vs ENGLAND,England,6,Harry Brook,not out,20,16,2,0,125,harry brook,ENG,P31
AUSTRALIA vs ENGLAND,England,7,Liam Livingstone,c Mitchell Starc b Cummins,15,12,0,1,125,liam livingstone,ENG,P35
AUSTRALIA vs ENGLAND,England,8,Chris Jordan,not out,1,3,0,0,33.33,chris jordan,ENG,P42
WEST INDIES vs UGANDA,West Indies,1,Brandon King,b Alpesh Ramjani,13,8,2,0,162.5,brandon king,WI,P200
WEST INDIES vs UGANDA,West Indies,2,J Charles,c Alpesh Ramjani b Dinesh Nakrani,44,42,4,2,104.76,johnson charles,WI,P207
WEST INDIES vs UGANDA,West Indies,3,Pooran,c and b Masaba,22,17,0,3,129.41,nicholas pooran,WI,P208
WEST INDIES vs UGANDA,West Indies,4,Rovman Powell (c),c Robinson Obuya b Masaba,23,18,1,1,127.78,rovman powell,WI,P198
WEST INDIES vs UGANDA,West Indies,5,Sherfane Rutherford,b Cosmas Kyewuta,22,16,2,1,137.5,sherfane rutherford,WI,P201
WEST INDIES vs UGANDA,West Indies,6,Russell,not out,30,17,6,0,176.47,andre russell,WI,P204
WEST INDIES vs UGANDA,West Indies,7,Romario Shepherd,not out,5,5,0,0,100,romario shepherd,WI,P205
WEST INDIES vs UGANDA,Uganda,1,Roger Mukasa,lbw b Akeal Hosein,0,2,0,0,0,roger mukasa,UGA,P222
WEST INDIES vs UGANDA,Uganda,2,Simon Ssesazi,c Alzarri Joseph b Romario Shepherd,4,3,1,0,133.33,simon ssesazi,UGA,P216
WEST INDIES vs UGANDA,Uganda,3,Robinson Obuya,b Russell,6,8,1,0,75,robinson obuya,UGA,P214
WEST INDIES vs UGANDA,Uganda,4,Alpesh Ramjani,lbw b Akeal Hosein,5,6,1,0,83.33,alpesh ramjani,UGA,P220
WEST INDIES vs UGANDA,Uganda,5,Kenneth Waiswa,lbw b Akeal Hosein,1,10,0,0,10,kenneth waiswa,UGA,P218
WEST INDIES vs UGANDA,Uganda,6,Riazat Ali Shah,b Akeal Hosein,3,8,0,0,37.5,riazat ali shah,UGA,P219
WEST INDIES vs UGANDA,Uganda,7,Dinesh Nakrani,b Akeal Hosein,0,2,0,0,0,dinesh nakrani,UGA,P217
WEST INDIES vs UGANDA,Uganda,8,Brian Masaba (c),c Pooran b Alzarri Joseph,1,4,0,0,25,brian masaba,UGA,P223
WEST INDIES vs UGANDA,Uganda,9,Juma Miyagi,not out,13,20,0,0,65,juma miyagi,UGA,P226
WEST INDIES vs UGANDA,Uganda,10,Cosmas Kyewuta,lbw b Motie,1,6,0,0,16.67,cosmas kyewuta,UGA,P225
WEST INDIES vs UGANDA,Uganda,11,Frank Nsubuga,b Alzarri Joseph,0,3,0,0,0,frank nsubuga,UGA,P227
INDIA vs PAKISTAN,India,1,Rohit (c),c Haris Rauf b Shaheen Afridi,13,12,1,1,108.33,rohit sharma,IND,P1
INDIA vs PAKISTAN,India,2,Kohli,c Usman Khan b Naseem Shah,4,3,1,0,133.33,virat kohli,IND,P3
INDIA vs PAKISTAN,India,3,Pant,c Babar Azam b Amir,42,31,6,0,135.48,rishabh pant,IND,P9
INDIA vs PAKISTAN,India,4,Axar,b Naseem Shah,20,18,2,1,111.11,axar patel,IND,P8
INDIA vs PAKISTAN,India,5,Suryakumar Yadav,c Amir b Haris Rauf,7,8,1,0,87.5,suryakumar yadav,IND,P4
INDIA vs PAKISTAN,India,6,Shivam Dube,c and b Naseem Shah,3,9,0,0,33.33,shivam dube,IND,P6
INDIA vs PAKISTAN,India,7,Hardik Pandya,c Iftikhar Ahmed b Haris Rauf,7,12,1,0,58.33,hardik pandya,IND,P5
INDIA vs PAKISTAN,India,8,Ravindra Jadeja,c Imad Wasim b Amir,0,1,0,0,0,ravindra jadeja,IND,P7
INDIA vs PAKISTAN,India,9,Arshdeep Singh,run out (Babar Azam/Rizwan),9,13,1,0,69.23,arshdeep singh,IND,P13
INDIA vs PAKISTAN,India,10,Bumrah,c Imad Wasim b Haris Rauf,0,1,0,0,0,jasprit bumrah,IND,P14
INDIA vs PAKISTAN,India,11,Siraj,not out,7,7,0,0,100,mohammed siraj,IND,P15
INDIA vs PAKISTAN,Pakistan,1,Mohammad Rizwan,b Bumrah,31,44,1,1,70.45,mohammad rizwan,PAK,P297
INDIA vs PAKISTAN,Pakistan,2,Babar Azam (c),c Suryakumar Yadav b Bumrah,13,10,2,0,130,babar azam,PAK,P290
INDIA vs PAKISTAN,Pakistan,3,Usman Khan,lbw b Axar,13,15,1,0,86.67,usman khan,PAK,P298
INDIA vs PAKISTAN,Pakistan,4,Fakhar Zaman,c Pant b Hardik Pandya,13,8,1,1,162.5,fakhar zaman,PAK,P291
INDIA vs PAKISTAN,Pakistan,5,Imad Wasim,c Pant b Arshdeep Singh,15,23,1,0,65.22,imad wasim,PAK,P294
INDIA vs PAKISTAN,Pakistan,6,Shadab Khan,c Pant b Hardik Pandya,4,7,0,0,57.14,shadab khan,PAK,P295
INDIA vs PAKISTAN,Pakistan,7,Iftikhar Ahmed,c Arshdeep Singh b Bumrah,5,9,0,0,55.56,iftikhar ahmed,PAK,P292
INDIA vs PAKISTAN,Pakistan,8,Shaheen Afridi,not out,0,1,0,0,0,shaheen afridi,PAK,P304
INDIA vs PAKISTAN,Pakistan,9,Naseem Shah,not out,10,4,2,0,250,naseem shah,PAK,P303
OMAN vs SCOTLAND,Oman,1,Pratik Athavale,c Brandon McMullen b Chris Greaves,54,40,5,2,135,pratik athavale,OMN,P115
OMAN vs SCOTLAND,Oman,2,Naseem Khushi,c Mark Watt b Christopher Sole,10,9,0,1,111.11,naseem khushi,OMN,P116
OMAN vs SCOTLAND,Oman,3,Aqib Ilyas (c),lbw b Safyaan Sharif,16,6,2,1,266.67,aqib ilyas,OMN,P110
OMAN vs SCOTLAND,Oman,4,Zeeshan Maqsood,c Matthew Cross b Mark Watt,3,4,0,0,75,zeeshan maqsood,OMN,P111
OMAN vs SCOTLAND,Oman,5,Khalid Kail,run out (Christopher Sole/Mark Watt),5,7,0,0,71.43,khalid kail,OMN,P109
OMAN vs SCOTLAND,Oman,6,Ayaan Khan,not out,41,39,4,0,105.13,ayaan khan,OMN,P113
OMAN vs SCOTLAND,Oman,7,Mehran Khan,c Matthew Cross b Safyaan Sharif,13,10,2,0,130,mehran khan,OMN,P108
OMAN vs SCOTLAND,Oman,8,Rafiullah,c Safyaan Sharif b Wheal,0,3,0,0,0,rafiullah,OMN,P112
OMAN vs SCOTLAND,Oman,9,Shakeel Ahmed,not out,3,2,0,0,150,shakeel ahmed,OMN,P117
OMAN vs SCOTLAND,Scotland,1,George Munsey,c Shakeel Ahmed b Mehran Khan,41,20,2,4,205,george munsey,SCO,P92
OMAN vs SCOTLAND,Scotland,2,Michael Jones,c Mehran Khan b Bilal Khan,16,13,1,2,123.08,michael jones,SCO,P91
OMAN vs SCOTLAND,Scotland,3,Brandon McMullen,not out,61,31,9,2,196.77,brandon mcmullen,SCO,P96
OMAN vs SCOTLAND,Scotland,4,Richie Berrington (c),b Aqib Ilyas,13,7,1,1,185.71,richie berrington,SCO,P94
OMAN vs SCOTLAND,Scotland,5,Matthew Cross,not out,15,8,0,2,187.5,matthew cross,SCO,P98
SOUTH AFRICA vs BANGLADESH,South Africa,1,de Kock,b Tanzim Hasan Sakib,18,11,1,2,163.64,quinton de kock,RSA,P125
SOUTH AFRICA vs BANGLADESH,South Africa,2,Reeza Hendricks,lbw b Tanzim Hasan Sakib,0,1,0,0,0,reeza hendricks,RSA,P122
SOUTH AFRICA vs BANGLADESH,South Africa,3,Markram (c),b Taskin Ahmed,4,8,1,0,50,aiden markram,RSA,P121
SOUTH AFRICA vs BANGLADESH,South Africa,4,Tristan Stubbs,c Shakib b Tanzim Hasan Sakib,0,5,0,0,0,tristan stubbs,RSA,P128
SOUTH AFRICA vs BANGLADESH,South Africa,5,Klaasen,b Taskin Ahmed,46,44,2,3,104.55,heinrich klaasen,RSA,P126
SOUTH AFRICA vs BANGLADESH,South Africa,6,David Miller,b Rishad Hossain,29,38,1,1,76.32,david miller,RSA,P123
SOUTH AFRICA vs BANGLADESH,South Africa,7,Marco Jansen,not out,5,5,0,0,100,marco jansen,RSA,P124
SOUTH AFRICA vs BANGLADESH,South Africa,8,Maharaj,not out,4,8,0,0,50,keshav maharaj,RSA,P132
SOUTH AFRICA vs BANGLADESH,Bangladesh,1,Tanzid Hasan,c de Kock b Rabada,9,9,2,0,100,tanzid hasan tamim,BAN,P277
SOUTH AFRICA vs BANGLADESH,Bangladesh,2,Najmul Hossain Shanto (c),c Markram b Nortje,14,23,0,1,60.87,najmul hossain shanto,BAN,P275
SOUTH AFRICA vs BANGLADESH,Bangladesh,3,Litton Das,c David Miller b Maharaj,9,13,1,0,69.23,litton das,BAN,P282
SOUTH AFRICA vs BANGLADESH,Bangladesh,4,Shakib Al Hasan,c Markram b Nortje,3,4,0,0,75,shakib al hasan,BAN,P279
SOUTH AFRICA vs BANGLADESH,Bangladesh,5,Towhid Hridoy,lbw b Rabada,37,34,2,2,108.82,towhid hridoy,BAN,P278
