match_name,team,player_name,overs,maidens,runs,wickets,no_balls,wides,economy,player_name_clean,team_clean,player_id
WEST INDIES vs UGANDA,UGANDA,Dinesh Nakrani,3,0,20,1,0,0,6.7,dinesh nakrani,UGA,P217
WEST INDIES vs UGANDA,WEST INDIES,Akeal Hosein,4,0,11,5,0,0,2.8,akeal hosein,WI,P212
WEST INDIES vs UGANDA,WEST INDIES,Romario Shepherd,2,0,9,1,0,0,4.5,romario shepherd,WI,P205
WEST INDIES vs UGANDA,WEST INDIES,Andre Russell,1,0,4,1,0,1,4,andre russell,WI,P204
WEST INDIES vs UGANDA,WEST INDIES,Alzarri Joseph,3,0,6,2,0,1,2,alzarri joseph,WI,P210
WEST INDIES vs UGANDA,WEST INDIES,Gudakesh Motie,2,0,6,1,0,0,3,gudakesh motie,WI,P206
INDIA vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,29,1,0,1,7.2,shaheen afridi,PAK,P304
INDIA vs PAKISTAN,PAKISTAN,Naseem Shah,4,0,21,3,1,2,5.2,naseem shah,PAK,P303
INDIA vs PAKISTAN,PAKISTAN,Amir,4,0,23,2,0,0,5.8,mohammad amir,PAK,P302
INDIA vs PAKISTAN,PAKISTAN,Iftikhar Ahmed,1,0,7,0,0,1,7,iftikhar ahmed,PAK,P292
INDIA vs PAKISTAN,PAKISTAN,Imad Wasim,3,0,17,0,0,1,5.7,imad wasim,PAK,P294
INDIA vs PAKISTAN,PAKISTAN,Haris Rauf,3,0,21,3,0,0,7,haris rauf,PAK,P300
INDIA vs PAKISTAN,INDIA,Arshdeep Singh,4,0,31,1,0,2,7.8,arshdeep singh,IND,P13
INDIA vs PAKISTAN,INDIA,Mohammed Siraj,4,0,19,0,1,1,4.8,mohammed siraj,IND,P15
INDIA vs PAKISTAN,INDIA,Jasprit Bumrah,4,0,14,3,0,0,3.5,jasprit bumrah,IND,P14
INDIA vs PAKISTAN,INDIA,Hardik Pandya,4,0,24,2,0,1,6,hardik pandya,IND,P5
INDIA vs PAKISTAN,INDIA,Ravindra Jadeja,2,0,10,0,0,0,5,ravindra jadeja,IND,P7
INDIA vs PAKISTAN,INDIA,Axar Patel,2,0,11,1,0,0,5.5,axar patel,IND,P8
OMAN vs SCOTLAND,SCOTLAND,Mark Watt,4,0,25,1,0,2,6.2,mark watt,SCO,P103
OMAN vs SCOTLAND,SCOTLAND,Wheal,4,0,19,1,0,0,4.8,brad wheal,SCO,P104
OMAN vs SCOTLAND,SCOTLAND,Christopher Sole,4,0,41,1,0,0,10.2,christopher sole,SCO,P102
OMAN vs SCOTLAND,SCOTLAND,Safyaan Sharif,4,0,40,2,0,0,10,safyaan sharif,SCO,P101
OMAN vs SCOTLAND,SCOTLAND,Michael Leask,3,0,21,0,0,1,7,michael leask,SCO,P95
OMAN vs SCOTLAND,SCOTLAND,Chris Greaves,1,0,2,1,0,0,2,chris greaves,SCO,P100
OMAN vs SCOTLAND,OMAN,Bilal Khan,2.1,0,12,1,0,0,5.5,bilal khan,OMN,P118
OMAN vs SCOTLAND,OMAN,Shakeel Ahmed,2,0,23,0,0,0,11.5,shakeel ahmed,OMN,P117
OMAN vs SCOTLAND,OMAN,Kaleemullah,2,0,17,0,0,0,8.5,kaleemullah,OMN,P120
OMAN vs SCOTLAND,OMAN,Aqib Ilyas (c),3,0,41,1,0,0,13.7,aqib ilyas,OMN,P110
OMAN vs SCOTLAND,OMAN,Mehran Khan,1,0,16,1,0,5,16,mehran khan,OMN,P108
OMAN vs SCOTLAND,OMAN,Zeeshan Maqsood,2,0,22,0,0,0,11,zeeshan maqsood,OMN,P111
OMAN vs SCOTLAND,OMAN,Ayaan Khan,1,0,20,0,0,0,20,ayaan khan,OMN,P113
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Tanzim Hasan Sakib,4,0,18,3,0,3,4.5,tanzim hasan sakib,BAN,P289
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Taskin Ahmed,4,0,19,2,0,0,4.8,taskin ahmed,BAN,P284
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Mustafizur,4,0,18,0,0,1,4.5,mustafizur rahman,BAN,P287
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Rishad Hossain,4,0,32,1,0,0,8,rishad hossain,BAN,P286
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Shakib,1,0,6,0,0,0,6,shakib al hasan,BAN,P279
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Mahmudullah,3,0,17,0,0,0,5.7,mahmudullah,BAN,P280
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Marco Jansen,4,0,17,0,0,2,4.2,marco jansen,RSA,P124
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Kagiso Rabada,4,0,19,2,0,0,4.8,kagiso rabada,RSA,P134
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Ottneil Baartman,4,0,27,0,0,0,6.8,ottneil baartman,RSA,P129
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Keshav Maharaj,4,0,27,3,0,2,6.8,keshav maharaj,RSA,P132
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Anrich Nortje,4,0,17,2,1,1,4.2,anrich nortje,RSA,P133
CANADA vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,21,1,0,1,5.2,shaheen afridi,PAK,P304
CANADA vs PAKISTAN,PAKISTAN,Naseem Shah,4,0,24,1,0,1,6,naseem shah,PAK,P303
CANADA vs PAKISTAN,PAKISTAN,Amir,4,0,13,2,0,0,3.2,mohammad amir,PAK,P302
CANADA vs PAKISTAN,PAKISTAN,Haris Rauf,4,0,26,2,0,7,6.5,haris rauf,PAK,P300
CANADA vs PAKISTAN,PAKISTAN,Imad Wasim,4,0,19,0,0,1,4.8,imad wasim,PAK,P294
CANADA vs PAKISTAN,CANADA,Kaleem Sana,3,0,21,0,0,5,7,kaleem sana,CAN,P58
CANADA vs PAKISTAN,CANADA,Jeremy Gordon,3.3,0,17,1,0,1,4.9,jeremy gordon,CAN,P57
CANADA vs PAKISTAN,CANADA,Dillon Heyliger,4,0,18,2,0,1,4.5,dilon heyliger,CAN,P56
CANADA vs PAKISTAN,CANADA,Saad Bin Zafar (c),4,0,23,0,0,1,5.8,saad bin zafar,CAN,P54
CANADA vs PAKISTAN,CANADA,Junaid Siddiqui,3,0,28,0,0,1,9.3,junaid siddiqui,CAN,P50
NAMIBIA vs AUSTRALIA,AUSTRALIA,Hazlewood,4,0,18,2,0,2,4.5,josh hazlewood,AUS,P88
NAMIBIA vs AUSTRALIA,AUSTRALIA,Stoinis,3,0,9,2,0,2,3,marcus stoinis,AUS,P82
NAMIBIA vs AUSTRALIA,AUSTRALIA,Cummins,3,1,16,1,0,0,5.3,pat cummins,AUS,P86
NAMIBIA vs AUSTRALIA,AUSTRALIA,Zampa,4,0,12,4,0,0,3,adam zampa,AUS,P90
NAMIBIA vs AUSTRALIA,AUSTRALIA,Nathan Ellis,3,1,12,1,0,0,4,nathan ellis,AUS,P87
NAMIBIA vs AUSTRALIA,NAMIBIA,Ruben Trumpelmann,2,0,19,0,0,0,9.5,ruben trumpelmann,NAM,P254
NAMIBIA vs AUSTRALIA,NAMIBIA,David Wiese,1,0,15,1,0,1,15,david wiese,NAM,P249
NAMIBIA vs AUSTRALIA,NAMIBIA,Ben Shikongo,1,0,19,0,0,0,19,ben shikongo,NAM,P256
NAMIBIA vs AUSTRALIA,NAMIBIA,Gerhard Erasmus (c),1,0,6,0,0,0,6,gerhard erasmus,NAM,P246
NAMIBIA vs AUSTRALIA,NAMIBIA,Jack Brassell,0.4,0,14,0,0,0,21,jack brassell,NAM,P255
UNITED STATES OF AMERICA vs INDIA,INDIA,Arshdeep Singh,4,0,9,4,0,1,2.2,arshdeep singh,IND,P13
UNITED STATES OF AMERICA vs INDIA,INDIA,Siraj,4,0,25,0,0,0,6.2,mohammed siraj,IND,P15
UNITED STATES OF AMERICA vs INDIA,INDIA,Bumrah,4,0,25,0,0,5,6.2,jasprit bumrah,IND,P14
UNITED STATES OF AMERICA vs INDIA,INDIA,Hardik Pandya,4,1,14,2,0,0,3.5,hardik pandya,IND,P5
UNITED STATES OF AMERICA vs INDIA,INDIA,Shivam Dube,1,0,11,0,0,0,11,shivam dube,IND,P6
UNITED STATES OF AMERICA vs INDIA,INDIA,Axar,3,0,25,1,0,1,8.3,axar patel,IND,P8
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Saurabh Netravalkar,4,0,18,2,0,0,4.5,saurabh netravalkar,USA,P75
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Ali Khan,3.2,0,21,1,0,1,6.3,ali khan,USA,P72
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Jasdeep Singh,4,0,24,0,1,0,6,jasdeep singh,USA,P73
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Shadley van Schalkwyk,4,0,25,0,0,0,6.2,shadley van schalkwyk,USA,P68
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Corey Anderson,3,0,17,0,0,1,5.7,corey anderson,USA,P65
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Boult,4,1,16,3,0,0,4,trent boult,NZ,P161
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Southee,4,0,21,2,0,0,5.2,tim southee,NZ,P165
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,0,27,2,0,2,6.8,lockie ferguson,NZ,P162
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Neesham,4,0,27,1,0,1,6.8,james neesham,NZ,P157
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Glenn Phillips,1,0,9,0,0,0,9,glenn phillips,NZ,P154
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Santner,2,0,27,1,0,0,13.5,mitchell santner,NZ,P159
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Daryl Mitchell,1,0,19,0,0,0,19,daryl mitchell,NZ,P156
WEST INDIES vs NEW ZEALAND,WEST INDIES,Akeal Hosein,4,0,21,1,0,0,5.2,akeal hosein,WI,P212
WEST INDIES vs NEW ZEALAND,WEST INDIES,Romario Shepherd,3,0,36,0,0,2,12,romario shepherd,WI,P205
WEST INDIES vs NEW ZEALAND,WEST INDIES,Andre Russell,4,0,30,1,0,0,7.5,andre russell,WI,P204
WEST INDIES vs NEW ZEALAND,WEST INDIES,Alzarri Joseph,4,0,19,4,0,0,4.8,alzarri joseph,WI,P210
WEST INDIES vs NEW ZEALAND,WEST INDIES,Gudakesh Motie,4,0,25,3,0,0,6.2,gudakesh motie,WI,P206
WEST INDIES vs NEW ZEALAND,WEST INDIES,Roston Chase,1,0,4,0,0,1,4,roston chase,WI,P203
BANGLADESH vs NETHERLANDS,NETHERLANDS,Kingma,2,0,20,0,0,1,10,vivian kingma,NED,P273
BANGLADESH vs NETHERLANDS,NETHERLANDS,Aryan Dutt,4,0,17,2,0,1,4.2,aryan dutt,NED,P271
BANGLADESH vs NETHERLANDS,NETHERLANDS,van Meekeren,4,0,15,2,0,0,3.8,paul van meekeren,NED,P272
BANGLADESH vs NETHERLANDS,NETHERLANDS,van Beek,4,0,43,0,0,1,10.8,logan van beek,NED,P270
BANGLADESH vs NETHERLANDS,NETHERLANDS,Bas de Leede,3,0,31,0,0,0,10.3,bas de leede,NED,P265
BANGLADESH vs NETHERLANDS,NETHERLANDS,Tim Pringle,3,0,26,1,0,0,8.7,tim pringle,NED,P266
BANGLADESH vs NETHERLANDS,BANGLADESH,Mustafizur Rahman,4,0,12,1,0,1,3,mustafizur rahman,BAN,P287
BANGLADESH vs NETHERLANDS,BANGLADESH,Tanzim Hasan Sakib,3,0,23,1,0,0,7.7,tanzim hasan sakib,BAN,P289
BANGLADESH vs NETHERLANDS,BANGLADESH,Taskin Ahmed,4,0,30,2,0,0,7.5,taskin ahmed,BAN,P284
BANGLADESH vs NETHERLANDS,BANGLADESH,Shakib Al Hasan,4,0,29,0,0,0,7.2,shakib al hasan,BAN,P279
BANGLADESH vs NETHERLANDS,BANGLADESH,Rishad Hossain,4,0,33,3,0,0,8.2,rishad hossain,BAN,P286
BANGLADESH vs NETHERLANDS,BANGLADESH,Mahmudullah,1,0,6,1,0,0,6,mahmudullah,BAN,P280
OMAN vs ENGLAND,ENGLAND,R Topley,3,0,12,0,0,0,4,reece topley,ENG,P44
OMAN vs ENGLAND,ENGLAND,Jofra Archer,3.2,1,12,3,0,1,3.6,jofra archer,ENG,P40
OMAN vs ENGLAND,ENGLAND,Mark Wood,3,0,12,3,0,0,4,mark wood,ENG,P45
OMAN vs ENGLAND,ENGLAND,Adil Rashid,4,0,11,4,0,3,2.8,adil rashid,ENG,P43
OMAN vs ENGLAND,OMAN,Bilal Khan,2,0,36,1,0,0,18,bilal khan,OMN,P118
OMAN vs ENGLAND,OMAN,Kaleemullah,1,0,10,1,1,0,10,kaleemullah,OMN,P120
OMAN vs ENGLAND,OMAN,Fayyaz Butt,0.1,0,4,0,0,0,24,fayyaz butt,OMN,P119
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Fazalhaq Farooqi,4,0,16,3,0,5,4,fazalhaq farooqi,AFG,P180
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Nabi,1,0,9,0,0,0,9,mohammad nabi,AFG,P171
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Naveen-ul-Haq,2.5,0,4,2,0,1,1.4,naveen-ul-haq,AFG,P179
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Rashid Khan (c),4,0,25,0,0,5,6.2,rashid khan,AFG,P172
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Noor Ahmad,4,0,14,1,0,1,3.5,noor ahmad,AFG,P178
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Azmatullah,2,1,5,0,0,0,2.5,azmatullah omarzai,AFG,P170
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Karim Janat,2,0,10,0,0,1,5,karim janat,AFG,P173
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Alei Nao,4,0,26,1,0,3,6.5,alei nao,PNG,P238
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Semo Kamea,3,0,16,1,0,2,5.3,semo kamea,PNG,P243
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Chad Soper,2.1,0,19,0,0,0,8.8,chad soper,PNG,P239
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Norman Vanua,3,0,18,1,0,0,6,norman vanua,PNG,P242
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,John Kariko,3,0,15,0,0,0,5,john kariko,PNG,P240
SOUTH AFRICA vs NEPAL,NEPAL,Sompal Kami,2,1,6,0,0,1,3,sompal kami,NEP,P189
SOUTH AFRICA vs NEPAL,NEPAL,Dipendra Singh,4,0,21,3,0,1,5.2,dipendra singh airee,NEP,P185
SOUTH AFRICA vs NEPAL,NEPAL,Karan KC,1,0,9,0,0,0,9,karan kc,NEP,P188
SOUTH AFRICA vs NEPAL,NEPAL,Kushal Malla,2,0,17,0,0,0,8.5,kushal malla,NEP,P187
SOUTH AFRICA vs NEPAL,NEPAL,Lamichhane,4,0,18,0,0,0,4.5,sandeep lamichhane,NEP,P197
SOUTH AFRICA vs NEPAL,NEPAL,Kushal Bhurtel,4,0,19,4,0,1,4.8,kushal bhurtel,NEP,P182
SOUTH AFRICA vs NEPAL,NEPAL,Abinash Bohara,3,0,19,0,0,0,6.3,abinash bohara,NEP,P195
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Marco Jansen,4,0,16,0,0,0,4,marco jansen,RSA,P124
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Kagiso Rabada,2,0,17,0,0,0,8.5,kagiso rabada,RSA,P134
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Ottneil Baartman,4,0,20,0,0,0,5,ottneil baartman,RSA,P129
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Anrich Nortje,4,0,27,1,0,3,6.8,anrich nortje,RSA,P133
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Tabraiz Shamsi,4,0,19,4,0,1,4.8,tabraiz shamsi,RSA,P135
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Aiden Markram (c),2,0,8,1,0,0,4,aiden markram,RSA,P121
UGANDA vs NEW ZEALAND,NEW ZEALAND,Boult,4,1,7,2,0,0,1.8,trent boult,NZ,P161
UGANDA vs NEW ZEALAND,NEW ZEALAND,Southee,4,1,4,3,0,0,1,tim southee,NZ,P165
UGANDA vs NEW ZEALAND,NEW ZEALAND,Santner,3.4,0,8,2,0,3,2.2,mitchell santner,NZ,P159
UGANDA vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,0,9,1,0,2,2.2,lockie ferguson,NZ,P162
UGANDA vs NEW ZEALAND,NEW ZEALAND,Rachin Ravindra,3,1,9,2,0,0,3,rachin ravindra,NZ,P158
UGANDA vs NEW ZEALAND,UGANDA,Cosmas Kyewuta,2,0,13,0,1,2,6.5,cosmas kyewuta,UGA,P225
UGANDA vs NEW ZEALAND,UGANDA,Juma Miyagi,2.2,0,16,0,0,0,6.9,juma miyagi,UGA,P226
UGANDA vs NEW ZEALAND,UGANDA,Riazat Ali Shah,1,0,10,1,0,4,10,riazat ali shah,UGA,P219
ENGLAND vs NAMIBIA,NAMIBIA,Wiese,2,0,6,1,0,0,3,david wiese,NAM,P249
ENGLAND vs NAMIBIA,NAMIBIA,Trumpelmann,2,0,31,2,0,1,15.5,ruben trumpelmann,NAM,P254
ENGLAND vs NAMIBIA,NAMIBIA,Bernard Scholtz,2,0,24,1,0,0,12,bernard scholtz,NAM,P258
ENGLAND vs NAMIBIA,NAMIBIA,Gerhard Erasmus (c),2,0,26,0,0,0,13,gerhard erasmus,NAM,P246
ENGLAND vs NAMIBIA,NAMIBIA,Jack Brassell,2,0,32,0,0,0,16,jack brassell,NAM,P255
ENGLAND vs NAMIBIA,ENGLAND,Reece Topley,2,0,6,0,1,0,3,reece topley,ENG,P44
ENGLAND vs NAMIBIA,ENGLAND,Jofra Archer,2,0,15,1,0,1,7.5,jofra archer,ENG,P40
ENGLAND vs NAMIBIA,ENGLAND,Sam Curran,2,0,13,0,0,0,6.5,sam curran,ENG,P36
ENGLAND vs NAMIBIA,ENGLAND,Chris Jordan,2,0,19,1,0,0,9.5,chris jordan,ENG,P42
ENGLAND vs NAMIBIA,ENGLAND,Adil Rashid,2,0,29,0,0,1,14.5,adil rashid,ENG,P43
SCOTLAND vs AUSTRALIA,AUSTRALIA,Agar,4,0,39,1,0,1,9.8,ashton agar,AUS,P83
SCOTLAND vs AUSTRALIA,AUSTRALIA,Mitchell Starc,4,0,31,0,0,1,7.8,mitchell starc,AUS,P89
SCOTLAND vs AUSTRALIA,AUSTRALIA,Nathan Ellis,4,0,34,1,0,4,8.5,nathan ellis,AUS,P87
SCOTLAND vs AUSTRALIA,AUSTRALIA,Maxwell,4,0,44,2,0,1,11,glenn maxwell,AUS,P81
SCOTLAND vs AUSTRALIA,AUSTRALIA,Zampa,4,0,30,1,0,0,7.5,adam zampa,AUS,P90
SCOTLAND vs AUSTRALIA,SCOTLAND,Michael Leask,4,0,39,0,0,0,9.8,michael leask,SCO,P95
SCOTLAND vs AUSTRALIA,SCOTLAND,Brad Wheal,3.4,1,28,1,0,0,7.6,brad wheal,SCO,P104
SCOTLAND vs AUSTRALIA,SCOTLAND,Mark Watt,4,0,34,2,0,1,8.5,mark watt,SCO,P103
SCOTLAND vs AUSTRALIA,SCOTLAND,Christopher Sole,3,0,33,0,0,1,11,christopher sole,SCO,P102
SCOTLAND vs AUSTRALIA,SCOTLAND,Safyaan Sharif,4,0,42,2,0,3,10.5,safyaan sharif,SCO,P101
SCOTLAND vs AUSTRALIA,SCOTLAND,Chris Greaves,1,0,4,0,0,0,4,chris greaves,SCO,P100
IRELAND vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,22,3,0,2,5.5,shaheen afridi,PAK,P304
IRELAND vs PAKISTAN,PAKISTAN,Amir,4,1,11,2,0,0,2.8,mohammad amir,PAK,P302
IRELAND vs PAKISTAN,PAKISTAN,Haris Rauf,4,0,17,1,0,0,4.2,haris rauf,PAK,P300
IRELAND vs PAKISTAN,PAKISTAN,Abbas Afridi,3,0,31,0,0,2,10.3,abbas afridi,PAK,P301
IRELAND vs PAKISTAN,PAKISTAN,Shadab Khan,1,0,11,0,0,0,11,shadab khan,PAK,P295
IRELAND vs PAKISTAN,PAKISTAN,Imad Wasim,4,0,8,3,0,0,2,imad wasim,PAK,P294
IRELAND vs PAKISTAN,IRELAND,Mark Adair,4,0,24,1,0,1,6,mark adair,IRE,P25
IRELAND vs PAKISTAN,IRELAND,Joshua Little,3,0,17,0,0,0,5.7,joshua little,IRE,P27
IRELAND vs PAKISTAN,IRELAND,Barry McCarthy,4,1,15,3,0,1,3.8,barry mccarthy,IRE,P28
IRELAND vs PAKISTAN,IRELAND,Benjamin White,2,0,11,1,0,0,5.5,benjamin white,IRE,P30
IRELAND vs PAKISTAN,IRELAND,Curtis Campher,4,0,24,2,0,0,6,curtis campher,IRE,P21
IRELAND vs PAKISTAN,IRELAND,Gareth Delany,1.5,0,19,0,0,1,10.4,gareth delany,IRE,P20
BANGLADESH vs NEPAL,NEPAL,Sompal Kami,3,0,10,2,0,0,3.3,sompal kami,NEP,P189
BANGLADESH vs NEPAL,NEPAL,Dipendra Singh,3.3,0,22,2,0,0,6.3,dipendra singh airee,NEP,P185
BANGLADESH vs NEPAL,NEPAL,Rohit Paudel (c),4,0,20,2,0,0,5,rohit paudel,NEP,P184
BANGLADESH vs NEPAL,NEPAL,Lamichhane,4,1,17,2,0,1,4.2,sandeep lamichhane,NEP,P197
BANGLADESH vs NEPAL,NEPAL,Kushal Bhurtel,4,0,22,0,0,2,5.5,kushal bhurtel,NEP,P182
BANGLADESH vs NEPAL,NEPAL,Abinash Bohara,1,0,10,0,0,2,10,abinash bohara,NEP,P195
BANGLADESH vs NEPAL,BANGLADESH,Tanzim Hasan Sakib,4,2,7,4,0,1,1.8,tanzim hasan sakib,BAN,P289
BANGLADESH vs NEPAL,BANGLADESH,Taskin Ahmed,4,0,29,1,0,1,7.2,taskin ahmed,BAN,P284
BANGLADESH vs NEPAL,BANGLADESH,Mustafizur Rahman,4,1,7,3,0,0,1.8,mustafizur rahman,BAN,P287
BANGLADESH vs NEPAL,BANGLADESH,Rishad Hossain,3,0,15,0,0,5,5,rishad hossain,BAN,P286
BANGLADESH vs NEPAL,BANGLADESH,Shakib Al Hasan,2.2,0,9,2,0,0,3.9,shakib al hasan,BAN,P279
BANGLADESH vs NEPAL,BANGLADESH,Mahmudullah,2,0,15,0,0,0,7.5,mahmudullah,BAN,P280
SRI LANKA vs NETHERLANDS,NETHERLANDS,Kingma,3,0,23,1,0,3,7.7,vivian kingma,NED,P273
SRI LANKA vs NETHERLANDS,NETHERLANDS,Aryan Dutt,3,0,23,1,0,1,7.7,aryan dutt,NED,P271
SRI LANKA vs NETHERLANDS,NETHERLANDS,van Beek,4,0,45,2,0,2,11.2,logan van beek,NED,P270
SRI LANKA vs NETHERLANDS,NETHERLANDS,van Meekeren,3,0,37,1,0,2,12.3,paul van meekeren,NED,P272
SRI LANKA vs NETHERLANDS,NETHERLANDS,Tim Pringle,4,0,41,1,0,0,10.2,tim pringle,NED,P266
SRI LANKA vs NETHERLANDS,NETHERLANDS,Bas de Leede,3,0,32,0,0,0,10.7,bas de leede,NED,P265
SRI LANKA vs NETHERLANDS,SRI LANKA,Angelo Mathews,2,0,20,0,1,1,10,angelo mathews,SL,P139
SRI LANKA vs NETHERLANDS,SRI LANKA,Nuwan Thushara,3.4,0,24,3,0,2,6.5,nuwan thushara,SL,P150
SRI LANKA vs NETHERLANDS,SRI LANKA,Maheesh Theekshana,3,0,25,1,0,1,8.3,maheesh theekshana,SL,P149
SRI LANKA vs NETHERLANDS,SRI LANKA,Wanindu Hasaranga (c),4,0,25,2,0,0,6.2,wanindu hasaranga,SL,P142
SRI LANKA vs NETHERLANDS,SRI LANKA,Dasun Shanaka,1,0,10,1,0,0,10,dasun shanaka,SL,P141
SRI LANKA vs NETHERLANDS,SRI LANKA,Matheesha Pathirana,3,0,12,2,0,1,4,matheesha pathirana,SL,P148
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Boult,4,0,14,2,0,0,3.5,trent boult,NZ,P161
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Southee,4,0,11,2,0,2,2.8,tim southee,NZ,P165
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,4,0,3,0,0,0,lockie ferguson,NZ,P162
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Ish Sodhi,3.4,0,29,2,0,1,7.9,ish sodhi,NZ,P164
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Santner,4,0,17,1,0,1,4.2,mitchell santner,NZ,P159
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Kabua Morea,2.2,0,4,2,0,0,1.7,kabua morea,PNG,P241
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Alei Nao,3,0,22,0,0,0,7.3,alei nao,PNG,P238
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Assad Vala (c),1,0,4,0,0,0,4,assad vala,PNG,P232
