match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
CANADA vs UNITED STATES OF AMERICA,CANADA,1,Aaron Johnson,c NR Kumar b Harmeet Singh,23,16,5,0,143.75
CANADA vs UNITED STATES OF AMERICA,CANADA,2,Navneet Dhaliwal,c Jessy Singh b CJ Anderson,61,44,6,3,138.64
CANADA vs UNITED STATES OF AMERICA,CANADA,3,Pargat Singh,run out (Jessy Singh/Monank Patel),5,7,0,0,71.43
CANADA vs UNITED STATES OF AMERICA,CANADA,4,Nicholas Kirton,c CJ Anderson b Ali Khan,51,31,3,2,164.52
CANADA vs UNITED STATES OF AMERICA,CANADA,5,Shreyas Movva (wk),not out,32,16,2,2,200.00
CANADA vs UNITED STATES OF AMERICA,CANADA,6,Dilpreet Singh,run out (Steven Taylor/Monank Patel),11,5,1,1,220.00
CANADA vs UNITED STATES OF AMERICA,CANADA,7,Dillon Heyliger,not out,1,1,0,0,100.00
CANADA vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,1,Steven Taylor,lbw b Kaleem Sana,0,2,0,0,0.00
CANADA vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,2,Monank Patel (c & wk),c Shreyas Movva b Dillon Heyliger,16,16,2,0,100.00
CANADA vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,3,Andries Gous,c Aaron Johnson b Nikhil Dutta,65,46,7,3,141.30
CANADA vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,4,Aaron Jones,not out,94,40,4,10,235.00
CANADA vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,5,Corey Anderson,not out,3,5,0,0,60.00
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,1,Tony Ura,c Pooran b Romario Shepherd,2,5,0,0,40.00
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,2,Assad Vala (c),c Roston Chase b Alzarri Joseph,21,22,2,1,95.45
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,3,Lega Siaka,b Akeal Hosein,1,2,0,0,50.00
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,4,Sese Bau,b Alzarri Joseph,50,43,6,1,116.28
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,5,Hiri Hiri,c Rovman Powell b Motie,2,6,0,0,33.33
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,6,Charles Amini,c Pooran b Russell,12,14,0,0,85.71
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,7,Kiplin Doriga (wk),not out,27,18,3,0,150.00
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,8,Chad Soper,b Russell,10,9,1,0,111.11
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,9,Alei Nao,run out (Alzarri Joseph),0,0,0,0,0.00
PAPUA NEW GUINEA vs WEST INDIES,PAPUA NEW GUINEA,10,Kabua Morea,not out,2,2,0,0,100.00
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,1,Brandon King,c Lega Siaka b Assad Vala,34,29,7,0,117.24
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,2,Johnson Charles,lbw b Alei Nao,0,1,0,0,0.00
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,3,Nicholas Pooran (wk),c Tony Ura b John Kariko,27,27,1,2,100.00
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,4,Roston Chase,not out,42,27,4,2,155.56
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,5,Rovman Powell (c),c Kiplin Doriga b Chad Soper,15,14,2,0,107.14
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,6,Sherfane Rutherford,c Kiplin Doriga b Assad Vala,2,7,0,0,28.57
PAPUA NEW GUINEA vs WEST INDIES,WEST INDIES,7,Andre Russell,not out,15,9,0,1,166.67
OMAN vs NAMIBIA,OMAN,1,Kashyap,lbw b Trumpelmann,0,1,0,0,0.00
OMAN vs NAMIBIA,OMAN,2,Naseem Khushi (wk),c Gerhard Erasmus b Trumpelmann,6,6,1,0,100.00
OMAN vs NAMIBIA,OMAN,3,Aqib Ilyas (c),lbw b Trumpelmann,0,1,0,0,0.00
OMAN vs NAMIBIA,OMAN,4,Zeeshan Maqsood,lbw b Bernard Scholtz,22,20,4,0,110.00
OMAN vs NAMIBIA,OMAN,5,Khalid Kail,c and b Wiese,34,39,1,1,87.18
OMAN vs NAMIBIA,OMAN,6,Ayaan Khan,c Jan Frylinck b Gerhard Erasmus,15,21,0,1,71.43
OMAN vs NAMIBIA,OMAN,7,Mohammad Nadeem,lbw b Gerhard Erasmus,6,10,0,0,60.00
OMAN vs NAMIBIA,OMAN,8,Mehran Khan,lbw b Wiese,7,8,1,0,87.50
OMAN vs NAMIBIA,OMAN,9,Shakeel Ahmed,c Trumpelmann b Wiese,11,9,2,0,122.22
OMAN vs NAMIBIA,OMAN,10,Kaleemullah,lbw b Trumpelmann,2,3,0,0,66.67
OMAN vs NAMIBIA,OMAN,11,Bilal Khan,not out,1,1,0,0,100.00
OMAN vs NAMIBIA,NAMIBIA,1,Michael van Lingen,b Bilal Khan,0,2,0,0,0.00
OMAN vs NAMIBIA,NAMIBIA,2,Nikolaas Davin,c Mohammad Nadeem b Aqib Ilyas,24,31,2,1,77.42
OMAN vs NAMIBIA,NAMIBIA,3,Jan Frylinck,b Mehran Khan,45,48,6,0,93.75
OMAN vs NAMIBIA,NAMIBIA,4,Gerhard Erasmus (c),c Zeeshan Maqsood b Ayaan Khan,13,16,1,0,81.25
OMAN vs NAMIBIA,NAMIBIA,5,JJ Smit,c Ayaan Khan b Mehran Khan,8,12,1,0,66.67
OMAN vs NAMIBIA,NAMIBIA,6,David Wiese,not out,9,8,0,1,112.50
OMAN vs NAMIBIA,NAMIBIA,7,Zane Green (wk),lbw b Mehran Khan,0,2,0,0,0.00
OMAN vs NAMIBIA,NAMIBIA,8,Malan Kruger,not out,1,1,0,0,100.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,1,Pathum Nissanka,c Klaasen b Ottneil Baartman,3,8,0,0,37.50
SRI LANKA vs SOUTH AFRICA,SRI LANKA,2,Kusal Mendis (wk),c Tristan Stubbs b Nortje,19,30,1,0,63.33
SRI LANKA vs SOUTH AFRICA,SRI LANKA,3,Kamindu Mendis,c Reeza Hendricks b Nortje,11,15,1,0,73.33
SRI LANKA vs SOUTH AFRICA,SRI LANKA,4,W Hasaranga (c),st de Kock b Maharaj,0,2,0,0,0.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,5,Samarawickrama,b Maharaj,0,1,0,0,0.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,6,Asalanka,c Reeza Hendricks b Nortje,6,9,0,0,66.67
SRI LANKA vs SOUTH AFRICA,SRI LANKA,7,Mathews,c Ottneil Baartman b Nortje,16,16,0,2,100.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,8,Shanaka,b Rabada,9,10,0,1,90.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,9,M Theekshana,not out,7,16,1,0,43.75
SRI LANKA vs SOUTH AFRICA,SRI LANKA,10,Matheesha Pathirana,c Markram b Rabada,0,4,0,0,0.00
SRI LANKA vs SOUTH AFRICA,SRI LANKA,11,N Thushara,run out (Nortje/Marco Jansen),0,4,0,0,0.00
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,1,Quinton de Kock (wk),c and b W Hasaranga,20,27,0,1,74.07
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,2,Reeza Hendricks,c Kamindu Mendis b N Thushara,4,2,1,0,200.00
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,3,Aiden Markram (c),c Kamindu Mendis b Shanaka,12,14,0,1,85.71
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,4,Tristan Stubbs,c Asalanka b W Hasaranga,13,28,0,0,46.43
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,5,Heinrich Klaasen,not out,19,22,1,1,86.36
SRI LANKA vs SOUTH AFRICA,SOUTH AFRICA,6,David Miller,not out,6,6,1,0,100.00
AFGHANISTAN vs UGANDA,AFGHANISTAN,1,Gurbaz (wk),c Riazat Ali Shah b Alpesh Ramjani,76,45,4,4,168.89
AFGHANISTAN vs UGANDA,AFGHANISTAN,2,Ibrahim Zadran,b Masaba,70,46,9,1,152.17
AFGHANISTAN vs UGANDA,AFGHANISTAN,3,Najibullah,c Dinesh Nakrani b Masaba,2,3,0,0,66.67
AFGHANISTAN vs UGANDA,AFGHANISTAN,4,Nabi,not out,14,16,0,0,87.50
AFGHANISTAN vs UGANDA,AFGHANISTAN,5,Gulbadin,c Masaba b Cosmas Kyewuta,4,5,0,0,80.00
AFGHANISTAN vs UGANDA,AFGHANISTAN,6,Azmatullah,c Alpesh Ramjani b Cosmas Kyewuta,5,5,0,0,100.00
AFGHANISTAN vs UGANDA,AFGHANISTAN,7,Rashid Khan (c),not out,2,1,0,0,200.00
AFGHANISTAN vs UGANDA,UGANDA,1,Ronak Patel,b Fazalhaq Farooqi,4,2,1,0,200.00
AFGHANISTAN vs UGANDA,UGANDA,2,Simon Ssesazi (wk),c Fazalhaq Farooqi b Mujeeb,4,4,1,0,100.00
AFGHANISTAN vs UGANDA,UGANDA,3,Roger Mukasa,lbw b Fazalhaq Farooqi,0,1,0,0,0.00
AFGHANISTAN vs UGANDA,UGANDA,4,Riazat Ali Shah,b Fazalhaq Farooqi,11,34,0,0,32.35
AFGHANISTAN vs UGANDA,UGANDA,5,Dinesh Nakrani,b Naveen-ul-Haq,6,8,1,0,75.00
AFGHANISTAN vs UGANDA,UGANDA,6,Alpesh Ramjani,c Gulbadin b Naveen-ul-Haq,0,2,0,0,0.00
AFGHANISTAN vs UGANDA,UGANDA,7,Robinson Obuya,c Gurbaz b Fazalhaq Farooqi,14,25,0,1,56.00
AFGHANISTAN vs UGANDA,UGANDA,8,Brian Masaba (c),c Gurbaz b Fazalhaq Farooqi,0,1,0,0,0.00
AFGHANISTAN vs UGANDA,UGANDA,9,Bilal Hassan,lbw b Rashid Khan,8,16,1,0,50.00
AFGHANISTAN vs UGANDA,UGANDA,10,Cosmas Kyewuta,not out,2,2,0,0,100.00
AFGHANISTAN vs UGANDA,UGANDA,11,Henry Ssenyondo,b Rashid Khan,0,1,0,0,0.00
SCOTLAND vs ENGLAND,SCOTLAND,1,George Munsey,not out,41,31,4,2,132.26
SCOTLAND vs ENGLAND,SCOTLAND,2,Michael Jones,not out,45,30,4,2,150.00
NEPAL vs NETHERLANDS,NEPAL,1,Kushal Bhurtel,lbw b van Beek,7,10,1,0,70.00
NEPAL vs NETHERLANDS,NEPAL,2,Aasif Sheikh (wk),c Kingma b Tim Pringle,4,8,1,0,50.00
NEPAL vs NETHERLANDS,NEPAL,3,Anil Sah,c van Beek b Tim Pringle,11,12,2,0,91.67
NEPAL vs NETHERLANDS,NEPAL,4,Rohit Paudel (c),c Max ODowd b Tim Pringle,35,37,5,0,94.59
NEPAL vs NETHERLANDS,NEPAL,5,Kushal Malla,c Max ODowd b van Meekeren,9,9,1,0,100.00
NEPAL vs NETHERLANDS,NEPAL,6,Dipendra Singh,c van Beek b Bas de Leede,1,6,0,0,16.67
NEPAL vs NETHERLANDS,NEPAL,7,Sompal Kami,b van Meekeren,0,5,0,0,0.00
NEPAL vs NETHERLANDS,NEPAL,8,Gulsan Jha,b van Beek,14,15,0,1,93.33
NEPAL vs NETHERLANDS,NEPAL,9,Karan KC,c Kingma b Bas de Leede,17,12,0,2,141.67
NEPAL vs NETHERLANDS,NEPAL,10,Sagar Dhakal,not out,0,1,0,0,0.00
NEPAL vs NETHERLANDS,NEPAL,11,Abinash Bohara,c and b van Beek,0,1,0,0,0.00
NEPAL vs NETHERLANDS,NETHERLANDS,1,Michael Levitt,c Dipendra Singh b Sompal Kami,1,3,0,0,33.33
NEPAL vs NETHERLANDS,NETHERLANDS,2,Max ODowd,not out,54,48,4,1,112.50
NEPAL vs NETHERLANDS,NETHERLANDS,3,Vikramjit Singh,lbw b Dipendra Singh,22,28,4,0,78.57
NEPAL vs NETHERLANDS,NETHERLANDS,4,Sybrand Engelbrecht,run out (Sompal Kami),14,16,1,0,87.50
NEPAL vs NETHERLANDS,NETHERLANDS,5,Scott Edwards (c & wk),b Abinash Bohara,5,8,0,0,62.50
NEPAL vs NETHERLANDS,NETHERLANDS,6,Bas de Leede,not out,11,10,1,0,110.00
IRELAND vs INDIA,IRELAND,1,Balbirnie,b Arshdeep Singh,5,10,1,0,50.00
IRELAND vs INDIA,IRELAND,2,Stirling (c),c Pant b Arshdeep Singh,2,6,0,0,33.33
IRELAND vs INDIA,IRELAND,3,Lorcan Tucker (wk),b Hardik Pandya,10,13,2,0,76.92
IRELAND vs INDIA,IRELAND,4,Harry Tector,c Kohli b Bumrah,4,16,0,0,25.00
IRELAND vs INDIA,IRELAND,5,Curtis Campher,c Pant b Hardik Pandya,12,8,1,1,150.00
IRELAND vs INDIA,IRELAND,6,Dockrell,c Bumrah b Siraj,3,5,0,0,60.00
IRELAND vs INDIA,IRELAND,7,Delany,run out (Siraj/Pant),26,14,2,2,185.71
IRELAND vs INDIA,IRELAND,8,Mark Adair,c Shivam Dube b Hardik Pandya,3,2,0,0,150.00
IRELAND vs INDIA,IRELAND,9,Barry McCarthy,c and b Axar,0,6,0,0,0.00
IRELAND vs INDIA,IRELAND,10,Joshua Little,b Bumrah,14,13,2,0,107.69
IRELAND vs INDIA,IRELAND,11,Benjamin White,not out,2,4,0,0,50.00
IRELAND vs INDIA,INDIA,1,Rohit Sharma (c),retd hurt,52,37,4,3,140.54
IRELAND vs INDIA,INDIA,2,Virat Kohli,c Benjamin White b Mark Adair,1,5,0,0,20.00
IRELAND vs INDIA,INDIA,3,Rishabh Pant (wk),not out,36,26,3,2,138.46
IRELAND vs INDIA,INDIA,4,Suryakumar Yadav,c Dockrell b Benjamin White,2,4,0,0,50.00
IRELAND vs INDIA,INDIA,5,Shivam Dube,not out,0,2,0,0,0.00
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,1,Assad Vala (c),lbw b Alpesh Ramjani,0,2,0,0,0.00
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,2,Tony Ura,c Mukasa b Cosmas Kyewuta,1,6,0,0,16.67
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,3,Sese Bau,c Mukasa b Juma Miyagi,5,9,1,0,55.56
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,4,Lega Siaka,run out (Cosmas Kyewuta/Simon Ssesazi),12,17,1,0,70.59
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,5,Hiri Hiri,lbw b Nsubuga,15,19,2,0,78.95
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,6,Charles Amini,b Nsubuga,5,14,0,0,35.71
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,7,Kiplin Doriga (wk),lbw b Alpesh Ramjani,12,20,0,1,60.00
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,8,Chad Soper,b Masaba,4,11,0,0,36.36
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,9,Norman Vanua,c Simon Ssesazi b Cosmas Kyewuta,5,10,0,0,50.00
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,10,Alei Nao,b Juma Miyagi,5,6,0,0,83.33
PAPUA NEW GUINEA vs UGANDA,PAPUA NEW GUINEA,11,John Kariko,not out,0,2,0,0,0.00
PAPUA NEW GUINEA vs UGANDA,UGANDA,1,Roger Mukasa,lbw b Alei Nao,0,3,0,0,0.00
PAPUA NEW GUINEA vs UGANDA,UGANDA,2,Simon Ssesazi (wk),lbw b Alei Nao,1,3,0,0,33.33
PAPUA NEW GUINEA vs UGANDA,UGANDA,3,Robinson Obuya,c Assad Vala b Norman Vanua,1,2,0,0,50.00
PAPUA NEW GUINEA vs UGANDA,UGANDA,4,Riazat Ali Shah,c John Kariko b Norman Vanua,33,56,1,0,58.93
PAPUA NEW GUINEA vs UGANDA,UGANDA,5,Alpesh Ramjani,b Chad Soper,8,10,1,0,80.00
PAPUA NEW GUINEA vs UGANDA,UGANDA,6,Dinesh Nakrani,c and b Assad Vala,0,3,0,0,0.00
PAPUA NEW GUINEA vs UGANDA,UGANDA,7,Juma Miyagi,run out (Norman Vanua/Alei Nao),13,16,0,0,81.25
PAPUA NEW GUINEA vs UGANDA,UGANDA,8,Kenneth Waiswa,not out,7,16,0,0,43.75
PAPUA NEW GUINEA vs UGANDA,UGANDA,9,Brian Masaba (c),not out,0,1,0,0,0.00
AUSTRALIA vs OMAN,AUSTRALIA,1,Warner,c Shoaib Khan b Kaleemullah,56,51,6,1,109.80
AUSTRALIA vs OMAN,AUSTRALIA,2,Head,c Khalid Kail b Bilal Khan,12,10,2,0,120.00
AUSTRALIA vs OMAN,AUSTRALIA,3,Mitchell Marsh (c),c Shoaib Khan b Mehran Khan,14,21,2,0,66.67
AUSTRALIA vs OMAN,AUSTRALIA,4,Maxwell,c Aqib Ilyas b Mehran Khan,0,1,0,0,0.00
AUSTRALIA vs OMAN,AUSTRALIA,5,Stoinis,not out,67,36,2,6,186.11
AUSTRALIA vs OMAN,AUSTRALIA,6,Tim David,run out (Ayaan Khan/Pratik Athavale),9,4,2,0,225.00
AUSTRALIA vs OMAN,OMAN,1,Kashyap Prajapati,lbw b Nathan Ellis,7,16,1,0,43.75
AUSTRALIA vs OMAN,OMAN,2,Pratik Athavale (wk),lbw b Starc,0,1,0,0,0.00
AUSTRALIA vs OMAN,OMAN,3,Aqib Ilyas (c),c Wade b Stoinis,18,18,2,1,100.00
AUSTRALIA vs OMAN,OMAN,4,Zeeshan Maqsood,c Wade b Stoinis,1,7,0,0,14.29
AUSTRALIA vs OMAN,OMAN,5,Khalid Kail,c Maxwell b Starc,8,12,1,0,66.67
AUSTRALIA vs OMAN,OMAN,6,Ayaan Khan,c Hazlewood b Zampa,36,30,2,2,120.00
AUSTRALIA vs OMAN,OMAN,7,Shoaib Khan,b Zampa,0,4,0,0,0.00
AUSTRALIA vs OMAN,OMAN,8,Mehran Khan,c Tim David b Stoinis,27,16,1,2,168.75
AUSTRALIA vs OMAN,OMAN,9,Shakeel Ahmed,c Warner b Nathan Ellis,11,10,1,0,110.00
AUSTRALIA vs OMAN,OMAN,10,Kaleemullah,not out,6,4,0,0,150.00
AUSTRALIA vs OMAN,OMAN,11,Bilal Khan,not out,1,2,0,0,50.00
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,1,Rizwan (wk),c Steven Taylor b Netravalkar,9,8,0,1,112.50
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,2,Babar Azam (c),lbw b Jasdeep Singh,44,43,3,2,102.33
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,3,Usman Khan,c NR Kumar b Nosthush Kenjige,3,3,0,0,100.00
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,4,Fakhar Zaman,c Steven Taylor b Ali Khan,11,7,0,1,157.14
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,5,Shadab Khan,c Netravalkar b Nosthush Kenjige,40,25,1,3,160.00
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,6,Azam Khan,lbw b Nosthush Kenjige,0,1,0,0,0.00
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,7,Iftikhar Ahmed,lbw b Netravalkar,18,14,3,0,128.57
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,8,Shaheen Afridi,not out,23,16,1,2,143.75
PAKISTAN vs UNITED STATES OF AMERICA,PAKISTAN,9,Haris Rauf,not out,3,3,0,0,100.00
PAKISTAN vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,1,Steven Taylor,c Rizwan b Naseem Shah,12,16,1,0,75.00
PAKISTAN vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,2,Monank Patel (c & wk),c Rizwan b Amir,50,38,7,1,131.58
PAKISTAN vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,3,Andries Gous,b Haris Rauf,35,26,5,1,134.62
PAKISTAN vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,4,Aaron Jones,not out,36,26,2,2,138.46
PAKISTAN vs UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,5,Nitish Kumar,not out,14,14,1,0,100.00
NAMIBIA vs SCOTLAND,NAMIBIA,1,Kotze,c Brandon McMullen b Wheal,0,3,0,0,0.00
NAMIBIA vs SCOTLAND,NAMIBIA,2,Niko Davin,c Bradley Currie b Christopher Sole,20,12,4,0,166.67
NAMIBIA vs SCOTLAND,NAMIBIA,3,Jan Frylinck,b Bradley Currie,12,14,2,0,85.71
NAMIBIA vs SCOTLAND,NAMIBIA,4,Gerhard Erasmus (c),st Matthew Cross b Michael Leask,52,31,5,2,167.74
NAMIBIA vs SCOTLAND,NAMIBIA,5,Malan Kruger,c Michael Jones b Chris Greaves,2,8,0,0,25.00
NAMIBIA vs SCOTLAND,NAMIBIA,6,Zane Green (wk),c Michael Jones b Wheal,28,27,1,1,103.70
NAMIBIA vs SCOTLAND,NAMIBIA,7,Wiese,c Mark Watt b Wheal,14,13,0,1,107.69
NAMIBIA vs SCOTLAND,NAMIBIA,8,Trumpelmann,c Wheal b Bradley Currie,1,2,0,0,50.00
NAMIBIA vs SCOTLAND,NAMIBIA,9,Smit,run out (Michael Jones/Wheal),11,8,0,1,137.50
NAMIBIA vs SCOTLAND,NAMIBIA,10,Bernard Scholtz,not out,6,4,0,0,150.00
NAMIBIA vs SCOTLAND,NAMIBIA,11,Tangeni Lungameni,not out,0,0,0,0,0.00
NAMIBIA vs SCOTLAND,SCOTLAND,1,George Munsey,c Wiese b Tangeni Lungameni,7,15,0,0,46.67
NAMIBIA vs SCOTLAND,SCOTLAND,2,Michael Jones,c Zane Green b Gerhard Erasmus,26,20,3,1,130.00
NAMIBIA vs SCOTLAND,SCOTLAND,3,Brandon McMullen,st Zane Green b Gerhard Erasmus,19,17,2,0,111.76
NAMIBIA vs SCOTLAND,SCOTLAND,4,Richie Berrington (c),not out,47,35,2,2,134.29
NAMIBIA vs SCOTLAND,SCOTLAND,5,Matthew Cross (wk),lbw b Bernard Scholtz,3,5,0,0,60.00
NAMIBIA vs SCOTLAND,SCOTLAND,6,Michael Leask,c Wiese b Trumpelmann,35,17,0,4,205.88
NAMIBIA vs SCOTLAND,SCOTLAND,7,Chris Greaves,not out,4,3,0,0,133.33
CANADA vs IRELAND,CANADA,1,Aaron Johnson,c Curtis Campher b Craig Young,14,13,3,0,107.69
CANADA vs IRELAND,CANADA,2,Navneet Dhaliwal,c Dockrell b Mark Adair,6,10,1,0,60.00
CANADA vs IRELAND,CANADA,3,Pargat Singh,c Joshua Little b Craig Young,18,14,2,0,128.57
CANADA vs IRELAND,CANADA,4,Dilpreet Bajwa,c and b Delany,7,9,1,0,77.78
CANADA vs IRELAND,CANADA,5,Nicholas Kirton,c Balbirnie b Barry McCarthy,49,35,3,2,140.00
CANADA vs IRELAND,CANADA,6,Shreyas Movva (wk),run out (Barry McCarthy/Lorcan Tucker),37,36,3,0,102.78
CANADA vs IRELAND,CANADA,7,Dillon Heyliger,c Joshua Little b Barry McCarthy,0,2,0,0,0.00
CANADA vs IRELAND,CANADA,8,Saad Bin Zafar (c),not out,1,1,0,0,100.00
CANADA vs IRELAND,IRELAND,1,Andrew Balbirnie,c and b Junaid Siddiqui,17,19,1,0,89.47
CANADA vs IRELAND,IRELAND,2,Paul Stirling (c),c Shreyas Movva b J Gordon,9,17,1,0,52.94
CANADA vs IRELAND,IRELAND,3,Lorcan Tucker (wk),run out (Nicholas Kirton/Saad Bin Zafar),10,15,0,0,66.67
CANADA vs IRELAND,IRELAND,4,Harry Tector,b Saad Bin Zafar,7,5,0,0,140.00
CANADA vs IRELAND,IRELAND,5,Curtis Campher,c Aaron Johnson b Dillon Heyliger,4,7,0,0,57.14
CANADA vs IRELAND,IRELAND,6,George Dockrell,not out,30,23,2,1,130.43
CANADA vs IRELAND,IRELAND,7,Gareth Delany,c Shreyas Movva b Dillon Heyliger,3,7,0,0,42.86
CANADA vs IRELAND,IRELAND,8,Mark Adair,c and b J Gordon,34,24,3,1,141.67
CANADA vs IRELAND,IRELAND,9,Barry McCarthy,not out,2,3,0,0,66.67
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,1,Gurbaz (wk),b Boult,80,56,5,5,142.86
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,2,Ibrahim Zadran,b Matt Henry,44,41,3,2,107.32
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,3,Azmatullah,c Lockie Ferguson b Matt Henry,22,13,1,2,169.23
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,4,Nabi,c Williamson b Lockie Ferguson,0,1,0,0,0.00
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,5,Rashid Khan (c),run out (Conway/Boult),6,5,1,0,120.00
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,6,Karim Janat,not out,1,1,0,0,100.00
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,7,Gulbadin,c Glenn Phillips b Boult,0,2,0,0,0.00
AFGHANISTAN vs NEW ZEALAND,AFGHANISTAN,8,Najibullah,not out,1,1,0,0,100.00
AFGHANISTAN vs NEW ZEALAND,NEW ZEALAND,1,Finn Allen,b Fazalhaq Farooqi,0,1,0,0,0.00
AFGHANISTAN vs NEW ZEALAND,NEW ZEALAND,2,Devon Conway (wk),c Ibrahim Zadran b Fazalhaq Farooqi,8,10,1,0,80.00
