match,teamInnings,bowlerName,overs,maidens,runs,wickets,noBalls,wides,economy
WEST INDIES vs UGANDA,UGANDA,Dinesh Nakrani,3,0,20,1,0,0,6.70
WEST INDIES vs UGANDA,WEST INDIES,Akeal Hosein,4,0,11,5,0,0,2.80
WEST INDIES vs UGANDA,WEST INDIES,Romario Shepherd,2,0,9,1,0,0,4.50
WEST INDIES vs UGANDA,WEST INDIES,Andre Russell,1,0,4,1,0,1,4.00
WEST INDIES vs UGANDA,WEST INDIES,Alzarri Joseph,3,0,6,2,0,1,2.00
WEST INDIES vs UGANDA,WEST INDIES,Gudakesh Motie,2,0,6,1,0,0,3.00
INDIA vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,29,1,0,1,7.20
INDIA vs PAKISTAN,PAKISTAN,Naseem Shah,4,0,21,3,1,2,5.20
INDIA vs PAKISTAN,PAKISTAN,Amir,4,0,23,2,0,0,5.80
INDIA vs PAKISTAN,PAKISTAN,Iftikhar Ahmed,1,0,7,0,0,1,7.00
INDIA vs PAKISTAN,PAKISTAN,Imad Wasim,3,0,17,0,0,1,5.70
INDIA vs PAKISTAN,PAKISTAN,Haris Rauf,3,0,21,3,0,0,7.00
INDIA vs PAKISTAN,INDIA,Arshdeep Singh,4,0,31,1,0,2,7.80
INDIA vs PAKISTAN,INDIA,Mohammed Siraj,4,0,19,0,1,1,4.80
INDIA vs PAKISTAN,INDIA,Jasprit Bumrah,4,0,14,3,0,0,3.50
INDIA vs PAKISTAN,INDIA,Hardik Pandya,4,0,24,2,0,1,6.00
INDIA vs PAKISTAN,INDIA,Ravindra Jadeja,2,0,10,0,0,0,5.00
INDIA vs PAKISTAN,INDIA,Axar Patel,2,0,11,1,0,0,5.50
OMAN vs SCOTLAND,SCOTLAND,Mark Watt,4,0,25,1,0,2,6.20
OMAN vs SCOTLAND,SCOTLAND,Wheal,4,0,19,1,0,0,4.80
OMAN vs SCOTLAND,SCOTLAND,Christopher Sole,4,0,41,1,0,0,10.20
OMAN vs SCOTLAND,SCOTLAND,Safyaan Sharif,4,0,40,2,0,0,10.00
OMAN vs SCOTLAND,SCOTLAND,Michael Leask,3,0,21,0,0,1,7.00
OMAN vs SCOTLAND,SCOTLAND,Chris Greaves,1,0,2,1,0,0,2.00
OMAN vs SCOTLAND,OMAN,Bilal Khan,2.1,0,12,1,0,0,5.50
OMAN vs SCOTLAND,OMAN,Shakeel Ahmed,2,0,23,0,0,0,11.50
OMAN vs SCOTLAND,OMAN,Kaleemullah,2,0,17,0,0,0,8.50
OMAN vs SCOTLAND,OMAN,Aqib Ilyas (c),3,0,41,1,0,0,13.70
OMAN vs SCOTLAND,OMAN,Mehran Khan,1,0,16,1,0,5,16.00
OMAN vs SCOTLAND,OMAN,Zeeshan Maqsood,2,0,22,0,0,0,11.00
OMAN vs SCOTLAND,OMAN,Ayaan Khan,1,0,20,0,0,0,20.00
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Tanzim Hasan Sakib,4,0,18,3,0,3,4.50
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Taskin Ahmed,4,0,19,2,0,0,4.80
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Mustafizur,4,0,18,0,0,1,4.50
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Rishad Hossain,4,0,32,1,0,0,8.00
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Shakib,1,0,6,0,0,0,6.00
SOUTH AFRICA vs BANGLADESH,BANGLADESH,Mahmudullah,3,0,17,0,0,0,5.70
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Marco Jansen,4,0,17,0,0,2,4.20
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Kagiso Rabada,4,0,19,2,0,0,4.80
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Ottneil Baartman,4,0,27,0,0,0,6.80
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Keshav Maharaj,4,0,27,3,0,2,6.80
SOUTH AFRICA vs BANGLADESH,SOUTH AFRICA,Anrich Nortje,4,0,17,2,1,1,4.20
CANADA vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,21,1,0,1,5.20
CANADA vs PAKISTAN,PAKISTAN,Naseem Shah,4,0,24,1,0,1,6.00
CANADA vs PAKISTAN,PAKISTAN,Amir,4,0,13,2,0,0,3.20
CANADA vs PAKISTAN,PAKISTAN,Haris Rauf,4,0,26,2,0,7,6.50
CANADA vs PAKISTAN,PAKISTAN,Imad Wasim,4,0,19,0,0,1,4.80
CANADA vs PAKISTAN,CANADA,Kaleem Sana,3,0,21,0,0,5,7.00
CANADA vs PAKISTAN,CANADA,Jeremy Gordon,3.3,0,17,1,0,1,4.90
CANADA vs PAKISTAN,CANADA,Dillon Heyliger,4,0,18,2,0,1,4.50
CANADA vs PAKISTAN,CANADA,Saad Bin Zafar (c),4,0,23,0,0,1,5.80
CANADA vs PAKISTAN,CANADA,Junaid Siddiqui,3,0,28,0,0,1,9.30
NAMIBIA vs AUSTRALIA,AUSTRALIA,Hazlewood,4,0,18,2,0,2,4.50
NAMIBIA vs AUSTRALIA,AUSTRALIA,Stoinis,3,0,9,2,0,2,3.00
NAMIBIA vs AUSTRALIA,AUSTRALIA,Cummins,3,1,16,1,0,0,5.30
NAMIBIA vs AUSTRALIA,AUSTRALIA,Zampa,4,0,12,4,0,0,3.00
NAMIBIA vs AUSTRALIA,AUSTRALIA,Nathan Ellis,3,1,12,1,0,0,4.00
NAMIBIA vs AUSTRALIA,NAMIBIA,Ruben Trumpelmann,2,0,19,0,0,0,9.50
NAMIBIA vs AUSTRALIA,NAMIBIA,David Wiese,1,0,15,1,0,1,15.00
NAMIBIA vs AUSTRALIA,NAMIBIA,Ben Shikongo,1,0,19,0,0,0,19.00
NAMIBIA vs AUSTRALIA,NAMIBIA,Gerhard Erasmus (c),1,0,6,0,0,0,6.00
NAMIBIA vs AUSTRALIA,NAMIBIA,Jack Brassell,0.4,0,14,0,0,0,21.00
UNITED STATES OF AMERICA vs INDIA,INDIA,Arshdeep Singh,4,0,9,4,0,1,2.20
UNITED STATES OF AMERICA vs INDIA,INDIA,Siraj,4,0,25,0,0,0,6.20
UNITED STATES OF AMERICA vs INDIA,INDIA,Bumrah,4,0,25,0,0,5,6.20
UNITED STATES OF AMERICA vs INDIA,INDIA,Hardik Pandya,4,1,14,2,0,0,3.50
UNITED STATES OF AMERICA vs INDIA,INDIA,Shivam Dube,1,0,11,0,0,0,11.00
UNITED STATES OF AMERICA vs INDIA,INDIA,Axar,3,0,25,1,0,1,8.30
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Saurabh Netravalkar,4,0,18,2,0,0,4.50
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Ali Khan,3.2,0,21,1,0,1,6.30
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Jasdeep Singh,4,0,24,0,1,0,6.00
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Shadley van Schalkwyk,4,0,25,0,0,0,6.20
UNITED STATES OF AMERICA vs INDIA,UNITED STATES OF AMERICA,Corey Anderson,3,0,17,0,0,1,5.70
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Boult,4,1,16,3,0,0,4.00
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Southee,4,0,21,2,0,0,5.20
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,0,27,2,0,2,6.80
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Neesham,4,0,27,1,0,1,6.80
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Glenn Phillips,1,0,9,0,0,0,9.00
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Santner,2,0,27,1,0,0,13.50
WEST INDIES vs NEW ZEALAND,NEW ZEALAND,Daryl Mitchell,1,0,19,0,0,0,19.00
WEST INDIES vs NEW ZEALAND,WEST INDIES,Akeal Hosein,4,0,21,1,0,0,5.20
WEST INDIES vs NEW ZEALAND,WEST INDIES,Romario Shepherd,3,0,36,0,0,2,12.00
WEST INDIES vs NEW ZEALAND,WEST INDIES,Andre Russell,4,0,30,1,0,0,7.50
WEST INDIES vs NEW ZEALAND,WEST INDIES,Alzarri Joseph,4,0,19,4,0,0,4.80
WEST INDIES vs NEW ZEALAND,WEST INDIES,Gudakesh Motie,4,0,25,3,0,0,6.20
WEST INDIES vs NEW ZEALAND,WEST INDIES,Roston Chase,1,0,4,0,0,1,4.00
BANGLADESH vs NETHERLANDS,NETHERLANDS,Kingma,2,0,20,0,0,1,10.00
BANGLADESH vs NETHERLANDS,NETHERLANDS,Aryan Dutt,4,0,17,2,0,1,4.20
BANGLADESH vs NETHERLANDS,NETHERLANDS,van Meekeren,4,0,15,2,0,0,3.80
BANGLADESH vs NETHERLANDS,NETHERLANDS,van Beek,4,0,43,0,0,1,10.80
BANGLADESH vs NETHERLANDS,NETHERLANDS,Bas de Leede,3,0,31,0,0,0,10.30
BANGLADESH vs NETHERLANDS,NETHERLANDS,Tim Pringle,3,0,26,1,0,0,8.70
BANGLADESH vs NETHERLANDS,BANGLADESH,Mustafizur Rahman,4,0,12,1,0,1,3.00
BANGLADESH vs NETHERLANDS,BANGLADESH,Tanzim Hasan Sakib,3,0,23,1,0,0,7.70
BANGLADESH vs NETHERLANDS,BANGLADESH,Taskin Ahmed,4,0,30,2,0,0,7.50
BANGLADESH vs NETHERLANDS,BANGLADESH,Shakib Al Hasan,4,0,29,0,0,0,7.20
BANGLADESH vs NETHERLANDS,BANGLADESH,Rishad Hossain,4,0,33,3,0,0,8.20
BANGLADESH vs NETHERLANDS,BANGLADESH,Mahmudullah,1,0,6,1,0,0,6.00
OMAN vs ENGLAND,ENGLAND,R Topley,3,0,12,0,0,0,4.00
OMAN vs ENGLAND,ENGLAND,Jofra Archer,3.2,1,12,3,0,1,3.60
OMAN vs ENGLAND,ENGLAND,Mark Wood,3,0,12,3,0,0,4.00
OMAN vs ENGLAND,ENGLAND,Adil Rashid,4,0,11,4,0,3,2.80
OMAN vs ENGLAND,OMAN,Bilal Khan,2,0,36,1,0,0,18.00
OMAN vs ENGLAND,OMAN,Kaleemullah,1,0,10,1,1,0,10.00
OMAN vs ENGLAND,OMAN,Fayyaz Butt,0.1,0,4,0,0,0,24.00
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Fazalhaq Farooqi,4,0,16,3,0,5,4.00
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Nabi,1,0,9,0,0,0,9.00
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Naveen-ul-Haq,2.5,0,4,2,0,1,1.40
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Rashid Khan (c),4,0,25,0,0,5,6.20
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Noor Ahmad,4,0,14,1,0,1,3.50
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Azmatullah,2,1,5,0,0,0,2.50
PAPUA NEW GUINEA vs AFGHANISTAN,AFGHANISTAN,Karim Janat,2,0,10,0,0,1,5.00
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Alei Nao,4,0,26,1,0,3,6.50
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Semo Kamea,3,0,16,1,0,2,5.30
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Chad Soper,2.1,0,19,0,0,0,8.80
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,Norman Vanua,3,0,18,1,0,0,6.00
PAPUA NEW GUINEA vs AFGHANISTAN,PAPUA NEW GUINEA,John Kariko,3,0,15,0,0,0,5.00
SOUTH AFRICA vs NEPAL,NEPAL,Sompal Kami,2,1,6,0,0,1,3.00
SOUTH AFRICA vs NEPAL,NEPAL,Dipendra Singh,4,0,21,3,0,1,5.20
SOUTH AFRICA vs NEPAL,NEPAL,Karan KC,1,0,9,0,0,0,9.00
SOUTH AFRICA vs NEPAL,NEPAL,Kushal Malla,2,0,17,0,0,0,8.50
SOUTH AFRICA vs NEPAL,NEPAL,Lamichhane,4,0,18,0,0,0,4.50
SOUTH AFRICA vs NEPAL,NEPAL,Kushal Bhurtel,4,0,19,4,0,1,4.80
SOUTH AFRICA vs NEPAL,NEPAL,Abinash Bohara,3,0,19,0,0,0,6.30
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Marco Jansen,4,0,16,0,0,0,4.00
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Kagiso Rabada,2,0,17,0,0,0,8.50
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Ottneil Baartman,4,0,20,0,0,0,5.00
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Anrich Nortje,4,0,27,1,0,3,6.80
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Tabraiz Shamsi,4,0,19,4,0,1,4.80
SOUTH AFRICA vs NEPAL,SOUTH AFRICA,Aiden Markram (c),2,0,8,1,0,0,4.00
UGANDA vs NEW ZEALAND,NEW ZEALAND,Boult,4,1,7,2,0,0,1.80
UGANDA vs NEW ZEALAND,NEW ZEALAND,Southee,4,1,4,3,0,0,1.00
UGANDA vs NEW ZEALAND,NEW ZEALAND,Santner,3.4,0,8,2,0,3,2.20
UGANDA vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,0,9,1,0,2,2.20
UGANDA vs NEW ZEALAND,NEW ZEALAND,Rachin Ravindra,3,1,9,2,0,0,3.00
UGANDA vs NEW ZEALAND,UGANDA,Cosmas Kyewuta,2,0,13,0,1,2,6.50
UGANDA vs NEW ZEALAND,UGANDA,Juma Miyagi,2.2,0,16,0,0,0,6.90
UGANDA vs NEW ZEALAND,UGANDA,Riazat Ali Shah,1,0,10,1,0,4,10.00
ENGLAND vs NAMIBIA,NAMIBIA,Wiese,2,0,6,1,0,0,3.00
ENGLAND vs NAMIBIA,NAMIBIA,Trumpelmann,2,0,31,2,0,1,15.50
ENGLAND vs NAMIBIA,NAMIBIA,Bernard Scholtz,2,0,24,1,0,0,12.00
ENGLAND vs NAMIBIA,NAMIBIA,Gerhard Erasmus (c),2,0,26,0,0,0,13.00
ENGLAND vs NAMIBIA,NAMIBIA,Jack Brassell,2,0,32,0,0,0,16.00
ENGLAND vs NAMIBIA,ENGLAND,Reece Topley,2,0,6,0,1,0,3.00
ENGLAND vs NAMIBIA,ENGLAND,Jofra Archer,2,0,15,1,0,1,7.50
ENGLAND vs NAMIBIA,ENGLAND,Sam Curran,2,0,13,0,0,0,6.50
ENGLAND vs NAMIBIA,ENGLAND,Chris Jordan,2,0,19,1,0,0,9.50
ENGLAND vs NAMIBIA,ENGLAND,Adil Rashid,2,0,29,0,0,1,14.50
SCOTLAND vs AUSTRALIA,AUSTRALIA,Agar,4,0,39,1,0,1,9.80
SCOTLAND vs AUSTRALIA,AUSTRALIA,Mitchell Starc,4,0,31,0,0,1,7.80
SCOTLAND vs AUSTRALIA,AUSTRALIA,Nathan Ellis,4,0,34,1,0,4,8.50
SCOTLAND vs AUSTRALIA,AUSTRALIA,Maxwell,4,0,44,2,0,1,11.00
SCOTLAND vs AUSTRALIA,AUSTRALIA,Zampa,4,0,30,1,0,0,7.50
SCOTLAND vs AUSTRALIA,SCOTLAND,Michael Leask,4,0,39,0,0,0,9.80
SCOTLAND vs AUSTRALIA,SCOTLAND,Brad Wheal,3.4,1,28,1,0,0,7.60
SCOTLAND vs AUSTRALIA,SCOTLAND,Mark Watt,4,0,34,2,0,1,8.50
SCOTLAND vs AUSTRALIA,SCOTLAND,Christopher Sole,3,0,33,0,0,1,11.00
SCOTLAND vs AUSTRALIA,SCOTLAND,Safyaan Sharif,4,0,42,2,0,3,10.50
SCOTLAND vs AUSTRALIA,SCOTLAND,Chris Greaves,1,0,4,0,0,0,4.00
IRELAND vs PAKISTAN,PAKISTAN,Shaheen Afridi,4,0,22,3,0,2,5.50
IRELAND vs PAKISTAN,PAKISTAN,Amir,4,1,11,2,0,0,2.80
IRELAND vs PAKISTAN,PAKISTAN,Haris Rauf,4,0,17,1,0,0,4.20
IRELAND vs PAKISTAN,PAKISTAN,Abbas Afridi,3,0,31,0,0,2,10.30
IRELAND vs PAKISTAN,PAKISTAN,Shadab Khan,1,0,11,0,0,0,11.00
IRELAND vs PAKISTAN,PAKISTAN,Imad Wasim,4,0,8,3,0,0,2.00
IRELAND vs PAKISTAN,IRELAND,Mark Adair,4,0,24,1,0,1,6.00
IRELAND vs PAKISTAN,IRELAND,Joshua Little,3,0,17,0,0,0,5.70
IRELAND vs PAKISTAN,IRELAND,Barry McCarthy,4,1,15,3,0,1,3.80
IRELAND vs PAKISTAN,IRELAND,Benjamin White,2,0,11,1,0,0,5.50
IRELAND vs PAKISTAN,IRELAND,Curtis Campher,4,0,24,2,0,0,6.00
IRELAND vs PAKISTAN,IRELAND,Gareth Delany,1.5,0,19,0,0,1,10.40
BANGLADESH vs NEPAL,NEPAL,Sompal Kami,3,0,10,2,0,0,3.30
BANGLADESH vs NEPAL,NEPAL,Dipendra Singh,3.3,0,22,2,0,0,6.30
BANGLADESH vs NEPAL,NEPAL,Rohit Paudel (c),4,0,20,2,0,0,5.00
BANGLADESH vs NEPAL,NEPAL,Lamichhane,4,1,17,2,0,1,4.20
BANGLADESH vs NEPAL,NEPAL,Kushal Bhurtel,4,0,22,0,0,2,5.50
BANGLADESH vs NEPAL,NEPAL,Abinash Bohara,1,0,10,0,0,2,10.00
BANGLADESH vs NEPAL,BANGLADESH,Tanzim Hasan Sakib,4,2,7,4,0,1,1.80
BANGLADESH vs NEPAL,BANGLADESH,Taskin Ahmed,4,0,29,1,0,1,7.20
BANGLADESH vs NEPAL,BANGLADESH,Mustafizur Rahman,4,1,7,3,0,0,1.80
BANGLADESH vs NEPAL,BANGLADESH,Rishad Hossain,3,0,15,0,0,5,5.00
BANGLADESH vs NEPAL,BANGLADESH,Shakib Al Hasan,2.2,0,9,2,0,0,3.90
BANGLADESH vs NEPAL,BANGLADESH,Mahmudullah,2,0,15,0,0,0,7.50
SRI LANKA vs NETHERLANDS,NETHERLANDS,Kingma,3,0,23,1,0,3,7.70
SRI LANKA vs NETHERLANDS,NETHERLANDS,Aryan Dutt,3,0,23,1,0,1,7.70
SRI LANKA vs NETHERLANDS,NETHERLANDS,van Beek,4,0,45,2,0,2,11.20
SRI LANKA vs NETHERLANDS,NETHERLANDS,van Meekeren,3,0,37,1,0,2,12.30
SRI LANKA vs NETHERLANDS,NETHERLANDS,Tim Pringle,4,0,41,1,0,0,10.20
SRI LANKA vs NETHERLANDS,NETHERLANDS,Bas de Leede,3,0,32,0,0,0,10.70
SRI LANKA vs NETHERLANDS,SRI LANKA,Angelo Mathews,2,0,20,0,1,1,10.00
SRI LANKA vs NETHERLANDS,SRI LANKA,Nuwan Thushara,3.4,0,24,3,0,2,6.50
SRI LANKA vs NETHERLANDS,SRI LANKA,Maheesh Theekshana,3,0,25,1,0,1,8.30
SRI LANKA vs NETHERLANDS,SRI LANKA,Wanindu Hasaranga (c),4,0,25,2,0,0,6.20
SRI LANKA vs NETHERLANDS,SRI LANKA,Dasun Shanaka,1,0,10,1,0,0,10.00
SRI LANKA vs NETHERLANDS,SRI LANKA,Matheesha Pathirana,3,0,12,2,0,1,4.00
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Boult,4,0,14,2,0,0,3.50
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Southee,4,0,11,2,0,2,2.80
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Lockie Ferguson,4,4,0,3,0,0,0.00
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Ish Sodhi,3.4,0,29,2,0,1,7.90
PAPUA NEW GUINEA vs NEW ZEALAND,NEW ZEALAND,Santner,4,0,17,1,0,1,4.20
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Kabua Morea,2.2,0,4,2,0,0,1.70
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Alei Nao,3,0,22,0,0,0,7.30
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Assad Vala (c),1,0,4,0,0,0,4.00
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Charles Amini,1,0,5,0,0,0,5.00
PAPUA NEW GUINEA vs NEW ZEALAND,PAPUA NEW GUINEA,Semo Kamea,3,0,23,1,0,0,7.70
